Customer_ID,Subscription,Monthly_Fee,Spending_Category,Monthly_Spending,Cancel_Probability
CUSTS-3788,PlayStation Plus,16.85,Education,420.31,0.8
CUSTS-4971,Adobe Creative Cloud,7.72,Education,90.03,0.3
CUSTS-9391,Adobe Creative Cloud,5.64,Shopping,400.58,0.57
CUSTS-1980,Apple Music,14.68,Entertainment,117.41,0.91
CUSTS-2204,Disney+,12.78,Food,231.28,0.45
CUSTS-2915,Hulu,24.44,Healthcare,61.66,0.87
CUSTS-1587,PlayStation Plus,27.98,Shopping,252.09,0.13
CUSTS-4713,Apple Music,14.8,Education,177.03,0.52
CUSTS-2016,Apple Music,16.78,Healthcare,158.04,0.17
CUSTS-5007,Netflix,19.02,Utilities,428.59,0.77
CUSTS-2275,PlayStation Plus,16.1,Entertainment,295.63,0.77
CUSTS-1713,Amazon Prime,21.51,Travel,146.41,0.49
CUSTS-3588,Spotify,17.15,Travel,391.56,0.08
CUSTS-2904,Hulu,14.61,Shopping,386.31,0.83
CUSTS-6977,Amazon Prime,9.21,Education,467.32,0.98
CUSTS-5840,PlayStation Plus,16.44,Entertainment,277.53,0.64
CUSTS-1258,PlayStation Plus,9.38,Shopping,400.18,0.07
CUSTS-8783,Apple Music,15.59,Travel,475.81,0.24
CUSTS-2310,Spotify,21.32,Education,125.8,0.74
CUSTS-5011,Hulu,15.04,Utilities,381.62,0.93
CUSTS-8534,Spotify,24.92,Healthcare,453.39,0.6
CUSTS-9346,Spotify,27.85,Education,143.94,0.86
CUSTS-9873,Adobe Creative Cloud,13.52,Utilities,435.31,0.3
CUSTS-1123,Amazon Prime,24.15,Healthcare,455.16,0.79
CUSTS-6855,Spotify,27.07,Shopping,489.84,0.35
CUSTS-8997,PlayStation Plus,10.41,Travel,151.31,0.15
CUSTS-7584,Apple Music,9.99,Travel,134.42,0.07
CUSTS-3205,Spotify,10.53,Education,283.95,0.31
CUSTS-9646,Spotify,22.13,Education,104.73,0.96
CUSTS-1788,Amazon Prime,6.35,Utilities,410.32,0.24
CUSTS-1032,Adobe Creative Cloud,23.74,Utilities,292.22,0.46
CUSTS-6773,Hulu,16.57,Healthcare,431.79,0.1
CUSTS-4392,Netflix,27.5,Travel,52.1,0.69
CUSTS-8072,Hulu,18.06,Entertainment,217.95,0.8
CUSTS-2306,Amazon Prime,22.08,Shopping,467.53,0.0
CUSTS-1546,Disney+,23.52,Travel,305.97,0.5
CUSTS-1804,Adobe Creative Cloud,19.12,Travel,105.29,0.71
CUSTS-2920,Amazon Prime,26.14,Education,367.95,0.94
CUSTS-8904,Disney+,15.65,Utilities,458.48,0.39
CUSTS-9080,Disney+,10.36,Utilities,221.98,0.99
CUSTS-2524,PlayStation Plus,23.59,Food,489.7,0.07
CUSTS-4970,Amazon Prime,12.47,Food,467.44,0.51
CUSTS-1531,Disney+,23.27,Healthcare,469.73,0.24
CUSTS-9679,Adobe Creative Cloud,9.0,Entertainment,209.41,0.2
CUSTS-6836,Apple Music,14.94,Healthcare,417.04,0.41
CUSTS-9249,Apple Music,27.59,Shopping,130.96,0.56
CUSTS-2782,PlayStation Plus,27.44,Shopping,105.78,0.26
CUSTS-6792,Hulu,18.81,Food,439.48,0.97
CUSTS-8619,Netflix,21.53,Travel,135.52,0.42
CUSTS-5664,Adobe Creative Cloud,5.57,Shopping,485.58,0.21
CUSTS-6700,Amazon Prime,13.94,Education,379.3,0.75
CUSTS-5967,Apple Music,21.74,Food,132.33,0.48
CUSTS-7442,Hulu,5.63,Food,413.92,0.71
CUSTS-1724,Netflix,12.06,Utilities,53.83,0.75
CUSTS-5221,Disney+,6.4,Education,417.89,0.17
CUSTS-1927,Netflix,18.48,Travel,244.71,0.27
CUSTS-7183,PlayStation Plus,21.97,Food,193.62,0.38
CUSTS-7760,Amazon Prime,18.71,Shopping,64.3,0.71
CUSTS-6665,Netflix,23.56,Utilities,368.02,0.53
CUSTS-2526,Spotify,14.21,Utilities,464.4,0.73
CUSTS-1371,Netflix,19.55,Travel,88.72,0.51
CUSTS-1568,PlayStation Plus,23.84,Education,325.72,0.96
CUSTS-5939,Spotify,7.99,Entertainment,115.82,0.12
CUSTS-4815,Apple Music,12.22,Education,226.31,0.44
CUSTS-1556,Hulu,12.04,Utilities,127.69,0.99
CUSTS-1188,Disney+,8.67,Travel,458.77,0.55
CUSTS-5346,Disney+,5.31,Food,432.31,0.32
CUSTS-6682,Hulu,25.19,Education,141.23,0.53
CUSTS-9968,Apple Music,19.29,Entertainment,389.09,0.23
CUSTS-4386,Amazon Prime,29.02,Food,184.97,0.79
CUSTS-2977,Netflix,25.91,Food,87.17,0.4
CUSTS-1311,Spotify,28.34,Utilities,128.45,0.58
CUSTS-1290,Spotify,21.56,Utilities,408.87,0.99
CUSTS-7877,Amazon Prime,9.22,Travel,391.52,0.18
CUSTS-4217,Disney+,29.36,Travel,55.07,0.1
CUSTS-2523,Amazon Prime,18.04,Food,469.95,0.59
CUSTS-5468,Adobe Creative Cloud,19.49,Entertainment,77.65,0.95
CUSTS-2548,PlayStation Plus,19.33,Entertainment,136.28,0.06
CUSTS-6902,Spotify,7.58,Shopping,408.8,0.27
CUSTS-9266,Adobe Creative Cloud,18.45,Utilities,423.75,0.47
CUSTS-8476,Hulu,9.38,Utilities,121.66,0.49
CUSTS-5523,Spotify,16.59,Travel,116.71,0.3
CUSTS-5556,PlayStation Plus,22.95,Utilities,260.78,0.27
CUSTS-7888,Adobe Creative Cloud,10.71,Healthcare,114.98,0.7
CUSTS-7969,Spotify,5.53,Utilities,124.84,0.85
CUSTS-4618,Apple Music,7.13,Food,300.69,0.48
CUSTS-7388,Hulu,27.78,Food,214.37,0.22
CUSTS-1738,Disney+,23.65,Shopping,441.74,0.7
CUSTS-1897,Apple Music,12.1,Education,325.51,0.75
CUSTS-2509,Disney+,5.93,Utilities,446.47,0.9
CUSTS-6398,Amazon Prime,22.11,Utilities,352.25,0.84
CUSTS-2263,Netflix,12.7,Travel,273.27,0.39
CUSTS-5757,Apple Music,12.25,Utilities,131.55,0.54
CUSTS-6151,Hulu,26.85,Healthcare,435.4,0.78
CUSTS-1726,PlayStation Plus,11.09,Shopping,463.25,0.87
CUSTS-8870,Hulu,23.97,Education,302.01,0.05
CUSTS-4933,Amazon Prime,6.81,Travel,402.53,0.73
CUSTS-9488,PlayStation Plus,14.79,Utilities,471.3,0.52
CUSTS-4579,Hulu,13.29,Entertainment,227.15,0.96
CUSTS-7403,Apple Music,23.43,Travel,325.4,0.29
CUSTS-6421,Hulu,28.15,Travel,144.81,0.14
CUSTS-9532,Apple Music,13.08,Utilities,160.22,0.43
CUSTS-3025,Hulu,21.01,Travel,210.94,0.18
CUSTS-9854,PlayStation Plus,14.3,Shopping,136.74,0.93
CUSTS-7046,Disney+,27.0,Shopping,113.6,0.55
CUSTS-6415,Disney+,19.82,Travel,428.61,0.98
CUSTS-1677,Adobe Creative Cloud,21.77,Entertainment,288.98,0.94
CUSTS-7221,Netflix,19.35,Utilities,101.25,0.3
CUSTS-6765,Spotify,7.71,Healthcare,485.86,0.16
CUSTS-7185,Adobe Creative Cloud,13.17,Food,251.31,0.67
CUSTS-8166,Disney+,29.24,Shopping,431.85,0.57
CUSTS-5871,PlayStation Plus,16.02,Travel,449.87,0.82
CUSTS-7773,Amazon Prime,25.98,Utilities,95.48,0.38
CUSTS-2260,Spotify,14.38,Food,52.49,0.07
CUSTS-2001,Spotify,26.33,Healthcare,154.19,0.16
CUSTS-8427,Disney+,26.3,Entertainment,244.88,0.55
CUSTS-6220,Disney+,17.26,Shopping,158.06,0.39
CUSTS-9492,Adobe Creative Cloud,23.24,Travel,396.81,0.07
CUSTS-6611,Amazon Prime,17.0,Food,479.86,0.67
CUSTS-1087,Apple Music,5.1,Shopping,55.28,0.94
CUSTS-3354,Amazon Prime,29.06,Healthcare,285.07,0.21
CUSTS-8823,Disney+,11.47,Utilities,251.35,0.05
CUSTS-1526,Amazon Prime,23.93,Food,82.22,0.06
CUSTS-2078,Disney+,25.84,Healthcare,313.44,0.67
CUSTS-7888,Apple Music,8.07,Utilities,307.91,0.25
CUSTS-7197,Adobe Creative Cloud,20.08,Travel,492.5,0.98
CUSTS-4939,Adobe Creative Cloud,28.13,Shopping,166.38,0.09
CUSTS-6436,Adobe Creative Cloud,5.91,Food,474.4,0.36
CUSTS-4918,Disney+,21.44,Education,487.03,0.25
CUSTS-2460,PlayStation Plus,9.03,Healthcare,164.41,0.13
CUSTS-9741,Hulu,13.27,Food,287.72,0.3
CUSTS-8297,Spotify,14.3,Healthcare,139.5,0.93
CUSTS-3339,Disney+,14.65,Food,240.9,0.19
CUSTS-4532,Amazon Prime,16.38,Travel,162.04,0.83
CUSTS-6396,Netflix,8.82,Shopping,245.38,0.15
CUSTS-8584,Disney+,6.79,Utilities,153.12,0.32
CUSTS-3806,Netflix,9.87,Healthcare,195.54,0.99
CUSTS-4553,Hulu,8.72,Food,389.64,0.25
CUSTS-9677,PlayStation Plus,7.54,Food,277.85,0.48
CUSTS-1229,Netflix,28.6,Utilities,142.42,1.0
CUSTS-8399,Hulu,8.71,Utilities,313.11,0.86
CUSTS-7764,Apple Music,16.98,Healthcare,408.41,0.56
CUSTS-8423,Amazon Prime,23.14,Travel,158.37,0.93
CUSTS-8011,Apple Music,24.36,Food,365.64,0.31
CUSTS-8310,Netflix,22.79,Healthcare,347.35,0.9
CUSTS-7434,PlayStation Plus,8.49,Entertainment,296.59,0.94
CUSTS-3771,Spotify,25.71,Utilities,86.39,0.55
CUSTS-7005,Amazon Prime,29.06,Entertainment,162.58,0.28
CUSTS-2179,PlayStation Plus,9.04,Travel,302.54,0.07
CUSTS-1303,Hulu,6.49,Shopping,315.96,0.45
CUSTS-5295,Spotify,17.79,Healthcare,211.52,0.25
CUSTS-5797,Adobe Creative Cloud,7.99,Utilities,369.42,0.66
CUSTS-7958,Amazon Prime,12.1,Entertainment,103.19,0.24
CUSTS-8348,Netflix,12.63,Food,470.92,0.02
CUSTS-9030,Amazon Prime,7.34,Healthcare,90.93,0.66
CUSTS-8699,Disney+,15.46,Travel,251.86,0.07
CUSTS-2549,Spotify,17.19,Education,408.3,0.13
CUSTS-2029,Amazon Prime,6.18,Food,327.61,0.56
CUSTS-9875,Netflix,21.27,Entertainment,191.88,0.66
CUSTS-4686,Adobe Creative Cloud,12.63,Shopping,138.04,0.58
CUSTS-8243,Spotify,28.74,Food,342.23,0.52
CUSTS-4538,Apple Music,17.16,Entertainment,426.78,0.97
CUSTS-1632,Apple Music,7.07,Food,143.36,0.51
CUSTS-9956,Hulu,5.34,Travel,249.43,0.26
CUSTS-5272,Amazon Prime,8.82,Education,109.9,0.85
CUSTS-2828,Apple Music,7.13,Travel,361.34,0.43
CUSTS-1543,Apple Music,19.59,Utilities,142.9,0.6
CUSTS-4900,Netflix,5.07,Education,451.19,0.6
CUSTS-7410,Netflix,29.82,Healthcare,108.35,0.81
CUSTS-9052,Amazon Prime,7.21,Education,286.65,0.98
CUSTS-3592,Disney+,27.37,Healthcare,461.34,0.07
CUSTS-8386,Netflix,6.17,Travel,209.26,0.01
CUSTS-4492,Disney+,12.83,Education,186.2,0.24
CUSTS-3961,Adobe Creative Cloud,14.56,Education,180.0,0.56
CUSTS-9674,Adobe Creative Cloud,20.84,Food,383.18,0.8
CUSTS-8443,Amazon Prime,16.75,Shopping,253.56,0.88
CUSTS-2568,Amazon Prime,25.7,Education,261.86,0.52
CUSTS-5630,Adobe Creative Cloud,11.15,Healthcare,405.04,0.59
CUSTS-2250,Apple Music,19.75,Travel,141.54,0.2
CUSTS-7636,Adobe Creative Cloud,5.89,Utilities,238.38,0.19
CUSTS-3757,PlayStation Plus,12.43,Education,189.57,0.52
CUSTS-3586,Apple Music,15.96,Food,77.43,0.93
CUSTS-7406,Netflix,6.78,Healthcare,466.41,0.52
CUSTS-7973,Amazon Prime,20.63,Education,395.6,0.19
CUSTS-5029,Apple Music,23.27,Healthcare,494.66,0.68
CUSTS-3372,PlayStation Plus,8.33,Shopping,225.93,0.88
CUSTS-2824,Disney+,19.13,Healthcare,396.71,0.11
CUSTS-5655,Adobe Creative Cloud,14.77,Healthcare,329.81,0.19
CUSTS-7971,PlayStation Plus,13.4,Food,404.12,0.24
CUSTS-1049,Apple Music,18.11,Healthcare,157.74,0.31
CUSTS-5966,Disney+,13.7,Shopping,133.9,0.81
CUSTS-7177,Spotify,26.17,Food,396.76,0.14
CUSTS-8598,Netflix,23.74,Travel,394.19,0.53
CUSTS-5598,Spotify,25.08,Entertainment,140.8,0.79
CUSTS-8057,Netflix,17.29,Food,475.19,0.41
CUSTS-7872,Disney+,13.31,Shopping,158.01,0.14
CUSTS-4988,PlayStation Plus,23.49,Entertainment,50.87,0.02
CUSTS-7520,PlayStation Plus,24.9,Healthcare,231.43,0.3
CUSTS-9103,Amazon Prime,15.31,Education,360.4,0.32
CUSTS-2015,Adobe Creative Cloud,17.83,Entertainment,162.68,0.66
CUSTS-9280,Amazon Prime,29.05,Entertainment,124.34,0.93
CUSTS-5831,Hulu,6.83,Healthcare,77.86,0.65
CUSTS-8732,Spotify,9.74,Shopping,280.96,0.74
CUSTS-3865,Adobe Creative Cloud,27.25,Healthcare,232.36,0.94
CUSTS-9378,PlayStation Plus,26.42,Entertainment,135.17,0.97
CUSTS-7913,Apple Music,7.55,Education,458.97,0.5
CUSTS-6341,Spotify,5.73,Travel,192.93,0.77
CUSTS-1721,Disney+,21.95,Travel,454.21,0.74
CUSTS-2060,Disney+,29.2,Healthcare,321.83,0.28
CUSTS-2542,Adobe Creative Cloud,16.09,Utilities,250.52,0.58
CUSTS-8871,Spotify,16.37,Shopping,488.62,0.32
CUSTS-1370,Hulu,22.64,Food,491.49,0.9
CUSTS-8417,Amazon Prime,23.58,Utilities,200.59,0.95
CUSTS-7589,Netflix,9.77,Utilities,57.51,0.96
CUSTS-4798,Adobe Creative Cloud,11.97,Travel,228.26,0.1
CUSTS-4468,PlayStation Plus,7.23,Food,437.9,0.29
CUSTS-4419,Amazon Prime,11.76,Travel,105.59,0.91
CUSTS-4024,PlayStation Plus,12.82,Utilities,448.7,0.72
CUSTS-3135,Apple Music,29.56,Entertainment,209.91,0.35
CUSTS-6326,Apple Music,10.25,Healthcare,390.64,0.85
CUSTS-5965,Disney+,18.11,Utilities,76.59,0.48
CUSTS-4539,Disney+,22.13,Food,51.98,0.03
CUSTS-3723,PlayStation Plus,14.9,Shopping,475.03,0.75
CUSTS-9141,Amazon Prime,14.08,Travel,350.69,0.01
CUSTS-6760,Netflix,14.66,Education,467.12,0.07
CUSTS-9399,PlayStation Plus,8.32,Travel,123.77,0.56
CUSTS-7757,Adobe Creative Cloud,15.95,Healthcare,444.41,0.35
CUSTS-9943,PlayStation Plus,20.18,Education,445.47,0.97
CUSTS-9595,Disney+,15.93,Healthcare,293.53,0.17
CUSTS-5751,Hulu,9.35,Food,318.42,0.47
CUSTS-8781,Amazon Prime,11.16,Entertainment,148.56,0.41
CUSTS-8604,Disney+,24.59,Shopping,348.46,0.92
CUSTS-8611,Hulu,26.57,Shopping,214.84,0.91
CUSTS-4856,Disney+,5.75,Education,61.33,0.65
CUSTS-6840,PlayStation Plus,17.27,Healthcare,448.41,0.42
CUSTS-5589,PlayStation Plus,27.53,Entertainment,411.63,0.21
CUSTS-3905,Hulu,8.8,Shopping,377.37,0.14
CUSTS-6564,Apple Music,24.0,Education,148.01,0.21
CUSTS-7204,Spotify,23.97,Travel,79.56,0.5
CUSTS-8564,Hulu,8.91,Food,199.91,0.1
CUSTS-7295,Apple Music,20.3,Shopping,176.89,0.6
CUSTS-8699,Apple Music,24.49,Food,175.6,0.37
CUSTS-2016,Spotify,7.72,Utilities,446.81,0.02
CUSTS-7246,Amazon Prime,17.4,Entertainment,446.18,0.62
CUSTS-2590,PlayStation Plus,5.73,Education,214.27,0.45
CUSTS-8456,PlayStation Plus,14.36,Education,374.14,0.69
CUSTS-9633,Netflix,19.74,Utilities,63.94,0.28
CUSTS-1200,Hulu,28.55,Utilities,58.69,0.22
CUSTS-6507,Hulu,24.3,Education,292.7,0.07
CUSTS-8061,Apple Music,5.97,Shopping,319.67,0.2
CUSTS-5727,Netflix,5.09,Healthcare,440.51,0.98
CUSTS-2032,Netflix,20.94,Travel,160.74,0.51
CUSTS-8253,Disney+,6.19,Entertainment,65.9,0.53
CUSTS-4217,Netflix,25.38,Shopping,200.5,0.63
CUSTS-5767,Netflix,18.55,Shopping,330.64,0.56
CUSTS-2047,Spotify,7.42,Food,116.4,0.36
CUSTS-5255,Spotify,13.34,Travel,73.46,0.59
CUSTS-2381,Netflix,16.87,Food,213.8,0.5
CUSTS-9447,Apple Music,11.27,Entertainment,98.76,0.47
CUSTS-7636,Adobe Creative Cloud,8.38,Education,57.53,0.48
CUSTS-4547,Netflix,19.3,Healthcare,158.68,0.89
CUSTS-1725,Disney+,23.88,Utilities,330.18,0.48
CUSTS-6715,Netflix,26.39,Entertainment,326.53,0.52
CUSTS-7418,Spotify,10.55,Travel,175.88,0.18
CUSTS-9294,Amazon Prime,22.51,Utilities,278.35,0.25
CUSTS-3566,Amazon Prime,8.13,Healthcare,428.62,0.84
CUSTS-4351,Disney+,27.13,Travel,231.34,0.03
CUSTS-3520,Spotify,28.99,Healthcare,356.49,0.4
CUSTS-2768,Disney+,23.76,Shopping,171.28,0.38
CUSTS-1616,Spotify,17.83,Shopping,427.14,0.01
CUSTS-3337,Hulu,10.23,Food,319.67,0.36
CUSTS-8266,Apple Music,25.0,Travel,239.11,0.42
CUSTS-8240,Disney+,7.65,Healthcare,185.56,0.76
CUSTS-6379,Netflix,28.09,Shopping,410.52,0.43
CUSTS-6202,PlayStation Plus,8.62,Education,393.32,0.41
CUSTS-5677,Netflix,5.41,Food,229.22,0.05
CUSTS-9305,Disney+,14.06,Food,435.41,0.96
CUSTS-2405,Adobe Creative Cloud,29.14,Healthcare,159.02,0.94
CUSTS-8649,PlayStation Plus,25.14,Healthcare,128.14,0.29
CUSTS-8716,Spotify,6.34,Food,215.51,0.91
CUSTS-5432,Adobe Creative Cloud,28.64,Food,285.39,0.56
CUSTS-4836,Amazon Prime,19.11,Food,77.13,0.55
CUSTS-1506,Amazon Prime,28.16,Utilities,301.0,0.54
CUSTS-3225,Disney+,26.24,Utilities,230.77,0.19
CUSTS-9720,Hulu,13.17,Travel,355.49,0.27
CUSTS-7287,Amazon Prime,21.02,Entertainment,216.17,0.26
CUSTS-8159,Adobe Creative Cloud,12.31,Education,479.92,0.84
CUSTS-3455,Hulu,24.15,Food,350.38,0.13
CUSTS-9044,Hulu,20.36,Travel,426.39,0.57
CUSTS-7394,Disney+,6.13,Utilities,123.27,0.62
CUSTS-1950,Spotify,8.87,Entertainment,238.36,0.9
CUSTS-6616,Apple Music,5.53,Entertainment,337.33,0.89
CUSTS-9958,Adobe Creative Cloud,26.35,Food,112.76,0.7
CUSTS-1966,PlayStation Plus,29.62,Utilities,53.9,0.23
CUSTS-8238,Spotify,10.68,Shopping,438.64,0.07
CUSTS-2250,Netflix,7.2,Healthcare,475.39,0.09
CUSTS-9950,Netflix,10.91,Food,95.99,0.77
CUSTS-3511,Apple Music,16.62,Shopping,364.57,0.61
CUSTS-7023,Adobe Creative Cloud,6.2,Healthcare,369.01,0.51
CUSTS-7657,Spotify,16.11,Food,282.76,0.82
CUSTS-2430,PlayStation Plus,25.36,Shopping,487.8,0.37
CUSTS-4015,Apple Music,14.69,Utilities,392.39,0.55
CUSTS-7273,Spotify,22.61,Food,499.7,0.96
CUSTS-4029,Netflix,14.19,Food,437.1,0.6
CUSTS-6729,Amazon Prime,12.94,Utilities,218.98,0.46
CUSTS-5535,Amazon Prime,7.31,Education,96.44,0.05
CUSTS-2743,Hulu,24.37,Education,390.59,0.98
CUSTS-7828,Netflix,25.04,Shopping,320.62,0.66
CUSTS-7991,PlayStation Plus,22.34,Utilities,334.83,0.86
CUSTS-2411,Amazon Prime,26.91,Utilities,485.85,0.24
CUSTS-7030,Apple Music,16.13,Utilities,79.28,0.35
CUSTS-2571,Amazon Prime,14.63,Travel,302.85,0.23
CUSTS-8821,Adobe Creative Cloud,16.65,Shopping,472.4,0.17
CUSTS-1962,Amazon Prime,27.12,Shopping,151.19,0.1
CUSTS-3627,Hulu,9.98,Education,302.46,0.51
CUSTS-7548,Amazon Prime,25.42,Travel,441.12,0.97
CUSTS-7489,Netflix,20.16,Shopping,441.53,0.06
CUSTS-1857,Netflix,15.49,Entertainment,367.64,0.47
CUSTS-6552,Hulu,29.1,Healthcare,492.26,0.95
CUSTS-2528,Amazon Prime,21.65,Shopping,74.79,0.32
CUSTS-3281,Spotify,23.91,Food,425.46,0.55
CUSTS-2009,Adobe Creative Cloud,20.46,Entertainment,492.43,0.88
CUSTS-8311,PlayStation Plus,7.97,Education,436.14,0.97
CUSTS-9117,PlayStation Plus,25.11,Food,295.87,0.34
CUSTS-4582,Spotify,8.18,Utilities,324.8,0.32
CUSTS-4829,Hulu,22.35,Travel,399.77,0.8
CUSTS-4999,PlayStation Plus,26.52,Travel,89.08,0.29
CUSTS-8428,Hulu,10.81,Healthcare,356.2,0.72
CUSTS-4710,PlayStation Plus,13.18,Education,236.69,0.66
CUSTS-5292,Netflix,18.19,Education,495.52,0.46
CUSTS-1068,Netflix,18.93,Utilities,106.15,0.53
CUSTS-6228,Adobe Creative Cloud,10.88,Entertainment,405.21,0.21
CUSTS-8534,PlayStation Plus,27.65,Shopping,102.72,0.52
CUSTS-5502,Netflix,20.95,Healthcare,329.34,0.41
CUSTS-1665,Netflix,9.02,Entertainment,449.48,0.11
CUSTS-9892,Hulu,15.44,Education,360.58,0.43
CUSTS-9049,Adobe Creative Cloud,5.16,Travel,238.17,0.96
CUSTS-8116,Adobe Creative Cloud,15.54,Utilities,423.45,0.17
CUSTS-3828,PlayStation Plus,8.8,Healthcare,474.09,0.68
CUSTS-9153,Netflix,5.55,Shopping,412.07,0.18
CUSTS-3780,Amazon Prime,17.57,Healthcare,384.83,0.73
CUSTS-2928,Amazon Prime,25.43,Education,262.59,0.23
CUSTS-4740,Disney+,18.42,Travel,332.17,0.94
CUSTS-6202,Disney+,19.02,Utilities,95.6,0.72
CUSTS-5587,Disney+,24.53,Food,54.17,0.18
CUSTS-3481,Spotify,29.4,Education,88.86,0.11
CUSTS-1822,Amazon Prime,23.36,Healthcare,144.82,0.76
CUSTS-5095,PlayStation Plus,10.28,Food,116.58,0.29
CUSTS-8583,PlayStation Plus,10.49,Utilities,213.04,0.79
CUSTS-1176,PlayStation Plus,5.5,Healthcare,412.25,0.62
CUSTS-7465,Apple Music,18.25,Shopping,161.15,0.11
CUSTS-5949,PlayStation Plus,22.85,Food,286.91,0.43
CUSTS-3011,Adobe Creative Cloud,29.31,Education,176.02,0.91
CUSTS-3108,Netflix,22.59,Healthcare,434.98,0.43
CUSTS-3056,Amazon Prime,8.59,Healthcare,432.43,0.18
CUSTS-5415,Netflix,12.15,Travel,425.75,0.24
CUSTS-2993,Hulu,13.25,Entertainment,270.59,0.79
CUSTS-1708,Netflix,7.49,Shopping,228.58,0.3
CUSTS-7345,Adobe Creative Cloud,21.71,Entertainment,185.81,0.22
CUSTS-4707,Netflix,25.39,Travel,79.93,0.9
CUSTS-3004,Amazon Prime,6.01,Education,460.61,0.66
CUSTS-9826,Disney+,14.1,Healthcare,115.92,0.61
CUSTS-5853,Spotify,28.93,Entertainment,385.04,0.57
CUSTS-1159,Apple Music,7.92,Shopping,128.03,0.73
CUSTS-2125,Adobe Creative Cloud,22.54,Utilities,393.01,0.33
CUSTS-5297,Disney+,29.55,Entertainment,282.83,0.76
CUSTS-4370,Netflix,17.1,Entertainment,328.47,0.08
CUSTS-6118,Hulu,7.37,Travel,499.96,0.07
CUSTS-4572,Netflix,17.65,Entertainment,275.11,0.1
CUSTS-2202,Amazon Prime,19.29,Entertainment,69.27,0.22
CUSTS-8535,Spotify,22.8,Travel,65.01,0.79
CUSTS-8997,Netflix,5.76,Healthcare,249.81,0.68
CUSTS-2615,Disney+,11.88,Shopping,202.6,0.14
CUSTS-4289,Apple Music,29.21,Education,433.9,0.25
CUSTS-9296,Disney+,8.12,Healthcare,394.4,0.74
CUSTS-5232,Netflix,9.83,Food,156.48,0.2
CUSTS-3885,PlayStation Plus,7.44,Entertainment,223.39,0.63
CUSTS-9147,Hulu,19.11,Utilities,498.96,0.35
CUSTS-7745,PlayStation Plus,19.55,Entertainment,366.81,0.87
CUSTS-6985,PlayStation Plus,20.48,Education,412.56,0.28
CUSTS-9433,Hulu,25.62,Travel,249.67,0.9
CUSTS-9780,Adobe Creative Cloud,29.03,Entertainment,112.56,0.7
CUSTS-3836,Adobe Creative Cloud,23.28,Utilities,422.72,0.46
CUSTS-3987,Disney+,29.68,Entertainment,193.92,0.66
CUSTS-9565,PlayStation Plus,25.79,Healthcare,92.62,0.67
CUSTS-9552,Amazon Prime,18.11,Utilities,318.27,0.87
CUSTS-9630,PlayStation Plus,9.26,Entertainment,225.72,0.03
CUSTS-6273,Spotify,24.34,Shopping,176.61,0.8
CUSTS-2791,Amazon Prime,19.45,Travel,181.82,0.92
CUSTS-4129,Disney+,19.15,Food,105.57,0.38
CUSTS-9310,Hulu,22.56,Education,411.26,0.27
CUSTS-4622,Adobe Creative Cloud,25.83,Entertainment,499.04,0.52
CUSTS-4488,Hulu,7.03,Food,356.75,0.08
CUSTS-3200,Amazon Prime,24.88,Shopping,156.62,0.92
CUSTS-3716,Hulu,20.95,Utilities,78.83,0.41
CUSTS-6890,Adobe Creative Cloud,21.69,Education,57.22,0.47
CUSTS-6511,Netflix,14.7,Food,131.75,0.53
CUSTS-4082,Hulu,26.0,Utilities,477.27,0.35
CUSTS-3822,Hulu,22.42,Shopping,212.29,0.76
CUSTS-5146,PlayStation Plus,17.31,Healthcare,339.21,0.74
CUSTS-1712,Amazon Prime,16.36,Healthcare,309.92,0.21
CUSTS-5296,Disney+,17.86,Healthcare,467.45,0.17
CUSTS-5648,PlayStation Plus,7.74,Shopping,429.39,0.12
CUSTS-2078,Netflix,26.47,Entertainment,248.14,0.54
CUSTS-6223,Netflix,16.16,Utilities,154.81,0.01
CUSTS-1122,Spotify,8.13,Food,230.48,0.25
CUSTS-8983,Netflix,9.03,Shopping,464.48,0.78
CUSTS-8310,Amazon Prime,19.29,Food,95.42,0.28
CUSTS-6370,Hulu,6.19,Shopping,224.52,0.09
CUSTS-8390,Disney+,13.24,Healthcare,230.1,0.05
CUSTS-1535,Apple Music,26.18,Utilities,161.0,0.54
CUSTS-5618,Adobe Creative Cloud,6.49,Education,443.86,0.88
CUSTS-1368,Amazon Prime,9.08,Shopping,199.44,0.52
CUSTS-7812,Amazon Prime,15.57,Utilities,318.0,0.46
CUSTS-9114,Spotify,22.58,Healthcare,451.32,0.36
CUSTS-3450,PlayStation Plus,12.78,Food,102.78,0.1
CUSTS-9635,Disney+,11.17,Entertainment,172.23,0.84
CUSTS-3118,Apple Music,24.98,Healthcare,487.03,0.07
CUSTS-1435,Netflix,5.53,Travel,146.9,0.01
CUSTS-3530,Adobe Creative Cloud,25.35,Food,172.53,0.42
CUSTS-1949,Disney+,14.45,Shopping,162.26,0.05
CUSTS-3058,PlayStation Plus,26.8,Entertainment,83.23,0.23
CUSTS-8173,Netflix,9.8,Utilities,210.57,0.65
CUSTS-6659,Disney+,25.81,Education,395.65,0.95
CUSTS-2321,Disney+,15.42,Healthcare,254.4,0.65
CUSTS-7768,Netflix,11.22,Shopping,106.56,0.41
CUSTS-1680,Hulu,10.58,Utilities,338.91,0.82
CUSTS-2754,PlayStation Plus,24.07,Entertainment,353.97,0.5
CUSTS-1168,PlayStation Plus,15.11,Utilities,359.33,0.56
