business_id,market_trend_score,industry_growth_rate,competitor_count,customer_acquisition_cost,customer_retention_rate,advertising_budget,brand_reputation_score,social_media_engagement,sentiment_score
MKT-04872,8,12.81,428,153.6,68.01,3233774.2,1.85,149958,4.34
MKT-04873,3,-0.57,293,242.54,79.37,521956.53,2.77,831902,4.83
MKT-04874,5,9.52,93,149.25,75.4,1704310.21,4.61,656807,2.84
MKT-04875,2,1.26,289,415.24,72.68,4667934.43,2.99,808864,3.97
MKT-04876,9,11.38,342,283.39,87.77,918973.3,2.38,517144,4.83
MKT-04877,1,11.42,471,63.87,82.34,3005944.76,3.86,956713,2.81
MKT-04878,8,14.3,87,200.45,70.66,1971546.74,2.53,319503,2.63
MKT-04879,3,14.57,112,138.46,67.41,2812535.98,4.9,345495,1.19
MKT-04880,3,0.05,466,394.06,87.5,1510000.6,1.1,254257,4.22
MKT-04881,5,1.43,11,405.86,93.43,602527.99,1.57,79879,4.23
MKT-04882,1,1.16,407,66.86,56.1,3449062.25,4.97,805912,1.8
MKT-04883,1,8.54,64,196.14,51.46,298127.9,1.17,443846,2.26
MKT-04884,7,14.87,60,184.8,78.68,2659737.36,2.39,439419,2.76
MKT-04885,8,5.11,323,441.85,63.8,3073440.66,1.97,430473,4.57
MKT-04886,9,11.07,329,412.24,61.82,3803480.1,4.26,376669,2.37
MKT-04887,8,-4.8,110,294.07,79.14,2585422.27,3.17,654497,1.06
MKT-04888,7,10.78,30,114.26,52.79,4819160.43,2.04,55016,4.23
MKT-04889,9,-2.59,316,325.53,63.88,4803298.74,4.3,71452,4.05
MKT-04890,3,-3.27,284,250.98,56.11,291230.53,1.44,823044,3.65
MKT-04891,7,8.45,163,447.03,54.7,1281236.61,3.57,733512,2.12
MKT-04892,10,5.53,28,188.77,57.24,60335.18,3.09,473310,4.38
MKT-04893,10,4.85,344,290.76,77.5,658452.07,1.85,973506,2.76
MKT-04894,9,4.23,272,174.69,82.71,1395113.1,3.69,653330,4.67
MKT-04895,8,1.49,312,456.16,54.0,350248.51,2.05,186556,2.59
MKT-04896,3,4.27,391,240.96,81.81,4175091.0,4.65,906213,4.47
MKT-04897,9,10.01,157,478.09,58.44,2658327.0,1.48,192500,3.82
MKT-04898,2,14.2,478,20.74,62.99,3111486.29,4.56,238597,2.84
MKT-04899,7,13.87,469,421.38,80.56,1327132.34,3.83,578869,1.86
MKT-04900,3,7.41,215,282.59,74.65,1060102.84,3.53,844009,2.85
MKT-04901,6,-0.0,204,379.77,51.2,62269.65,4.15,700215,4.58
MKT-04902,8,8.6,148,122.83,57.38,3879324.87,3.71,928637,2.83
MKT-04903,9,9.29,369,239.34,68.52,746655.77,3.3,165324,3.73
MKT-04904,8,4.35,105,102.63,67.36,1323460.08,1.27,522480,3.72
MKT-04905,5,5.44,410,465.04,58.66,4494509.16,2.19,576151,4.81
MKT-04906,7,11.51,291,435.9,93.92,4697100.85,4.22,972103,4.64
MKT-04907,10,12.05,433,166.79,80.11,1022704.82,4.78,782165,1.73
MKT-04908,9,11.43,42,150.99,71.88,1803055.73,1.48,303122,2.46
MKT-04909,7,4.11,432,452.2,70.3,736604.25,2.52,270230,4.05
MKT-04910,8,13.69,213,97.51,80.56,2574365.32,1.04,564341,3.91
MKT-04911,2,8.04,114,128.77,91.27,509557.57,1.8,820461,3.09
MKT-04912,10,-3.31,315,240.32,64.15,807189.24,1.6,530270,2.15
MKT-04913,10,-2.52,335,366.21,83.0,4515676.89,1.33,895948,4.15
MKT-04914,1,-1.31,318,289.27,68.27,2286041.7,3.71,812806,4.64
MKT-04915,7,2.28,277,350.81,75.26,2747195.46,4.64,904141,1.6
MKT-04916,8,5.17,280,11.32,61.96,1648885.8,3.74,972118,4.13
MKT-04917,3,9.41,10,390.73,88.07,3942327.16,4.51,972799,3.06
MKT-04918,5,-1.43,8,440.06,55.8,1289096.33,3.64,41667,1.14
MKT-04919,9,14.16,215,249.4,79.0,4990999.93,4.22,33127,1.26
MKT-04920,9,12.83,358,284.18,79.71,2228296.01,5.0,557399,3.22
MKT-04921,9,4.78,377,445.56,62.23,3335307.91,3.34,984864,2.8
MKT-04922,3,11.74,412,89.31,54.67,2426904.78,2.92,21835,4.15
MKT-04923,2,9.53,493,241.58,85.52,1110433.44,2.25,75649,2.06
MKT-04924,5,4.87,385,206.56,55.48,3968667.52,2.15,757127,3.05
MKT-04925,3,9.88,366,443.9,83.99,4017621.28,1.25,812471,4.81
MKT-04926,7,1.73,427,146.38,79.58,2062659.37,1.56,190707,3.73
MKT-04927,2,-3.8,137,36.61,91.18,3688984.47,2.3,624640,2.43
MKT-04928,9,3.19,450,306.08,76.18,1135487.8,2.71,175859,1.86
MKT-04929,7,1.42,374,306.24,89.76,2971842.62,2.99,493204,4.67
MKT-04930,3,-4.44,97,39.07,70.0,3627083.68,4.26,409748,1.82
MKT-04931,1,12.59,34,485.73,94.99,3826524.68,2.98,686078,3.48
MKT-04932,6,1.34,424,475.17,62.03,2188888.45,1.68,674695,2.21
MKT-04933,5,-1.75,412,27.05,63.91,4142563.66,2.12,166666,4.19
MKT-04934,9,7.35,373,73.66,57.02,558944.6,1.76,559634,2.22
MKT-04935,7,-0.26,118,367.3,55.09,52924.88,4.26,336479,3.56
MKT-04936,9,1.98,208,85.48,84.92,4087184.27,2.34,732194,2.67
MKT-04937,9,12.42,408,54.04,58.84,3363557.71,1.62,710001,4.58
MKT-04938,7,13.94,458,109.28,58.34,483822.51,1.43,165566,1.68
MKT-04939,9,7.42,445,204.87,71.59,2744243.04,4.46,989993,1.53
MKT-04940,4,4.53,465,333.26,57.31,274248.78,2.91,982430,2.36
MKT-04941,4,-3.7,134,255.02,69.32,3765600.89,4.26,439149,4.43
MKT-04942,3,-0.54,242,331.68,93.7,4509018.82,1.79,893239,2.94
MKT-04943,3,-2.55,277,241.45,65.72,1417603.71,4.05,867276,4.19
MKT-04944,4,8.24,47,228.45,91.35,1255018.79,4.33,933637,3.39
MKT-04945,9,-0.26,286,267.23,75.29,4427742.38,2.01,12479,1.97
MKT-04946,4,2.64,383,484.4,76.65,1378222.94,2.81,480762,4.27
MKT-04947,5,7.52,177,64.18,72.6,3186001.37,4.05,193437,4.2
MKT-04948,4,1.56,419,244.42,89.58,1852597.19,1.73,455618,3.17
MKT-04949,2,-0.66,367,282.69,83.9,2365227.35,2.39,306647,4.08
MKT-04950,7,6.42,35,391.5,84.07,4431129.03,2.82,988678,2.36
MKT-04951,6,-1.27,336,47.72,92.78,4229030.06,4.8,58431,1.65
MKT-04952,1,14.12,176,350.07,68.46,1705297.41,2.09,824876,2.65
MKT-04953,2,10.87,384,72.93,79.47,4112767.78,1.72,16018,3.11
MKT-04954,10,4.88,216,54.08,63.99,4939831.25,3.47,306779,4.24
MKT-04955,7,6.89,265,440.94,93.86,4969577.36,3.56,375734,4.08
MKT-04956,9,-4.69,261,93.23,92.03,1136741.64,4.14,752961,3.7
MKT-04957,5,9.94,64,319.06,94.63,1483642.91,4.44,908298,4.62
MKT-04958,9,6.03,430,322.45,86.88,3742883.41,2.66,401303,1.34
MKT-04959,3,-0.7,223,44.46,62.8,2386763.96,1.22,970009,4.88
MKT-04960,5,14.96,97,255.68,75.22,1597800.92,4.3,93736,4.44
MKT-04961,2,4.79,67,128.27,73.02,1742295.99,2.34,512163,4.29
MKT-04962,2,7.54,143,446.39,80.97,1280690.22,1.37,355574,2.47
MKT-04963,8,9.86,475,60.51,82.15,1995164.25,4.76,691639,2.82
MKT-04964,3,9.41,260,269.31,62.18,4785834.91,2.27,428924,3.18
MKT-04965,10,7.15,448,33.19,78.91,298866.08,4.48,250311,1.2
MKT-04966,4,-0.91,234,458.01,91.39,4308063.27,4.5,316338,1.1
MKT-04967,1,-0.82,401,232.12,53.32,4664043.9,2.84,607794,4.5
MKT-04968,7,8.73,330,182.28,51.21,4564809.32,2.28,486330,1.59
MKT-04969,3,6.81,457,401.9,70.31,1109230.27,3.99,705897,2.33
MKT-04970,4,-2.32,81,11.98,73.5,3705623.88,4.07,225336,1.93
MKT-04971,3,5.33,84,455.12,83.18,1947842.41,1.87,669743,1.95
MKT-04972,9,1.66,454,401.56,74.69,313522.63,4.36,242715,2.39
MKT-04973,1,5.86,210,360.1,90.27,1338833.63,4.68,140257,1.32
MKT-04974,5,13.49,472,304.65,87.25,180962.66,2.28,449226,3.2
MKT-04975,8,13.02,136,16.79,72.61,645784.36,3.49,813006,3.04
MKT-04976,6,7.11,424,250.49,52.56,341532.81,2.5,707342,3.39
MKT-04977,1,5.63,201,345.81,86.1,2236527.19,2.35,116141,4.0
MKT-04978,5,12.74,256,284.63,55.31,1805737.19,4.38,146520,1.55
MKT-04979,10,-1.23,137,471.4,74.45,3166267.15,3.65,362003,1.25
MKT-04980,8,3.32,201,292.27,53.29,2582311.06,1.25,428822,4.76
MKT-04981,1,10.98,366,400.27,91.1,338201.76,3.27,26270,4.23
MKT-04982,7,7.43,29,310.1,79.09,342777.4,2.23,616575,4.87
MKT-04983,4,7.09,466,294.42,75.38,3195521.25,3.36,261014,1.62
MKT-04984,5,6.23,24,394.52,58.32,4966435.46,1.61,619353,3.56
MKT-04985,1,14.05,209,318.84,56.47,1941139.06,2.12,130742,4.61
MKT-04986,2,10.51,109,338.82,70.44,2645380.2,2.96,985963,2.13
MKT-04987,8,5.56,418,25.09,70.96,4636543.76,2.86,355414,4.43
MKT-04988,8,-3.82,126,307.16,87.05,3689828.37,1.55,844660,1.22
MKT-04989,3,-3.85,336,366.15,72.08,4125490.86,4.07,416191,2.63
MKT-04990,9,-4.12,263,139.47,73.44,4078353.88,2.32,961441,4.16
MKT-04991,7,14.15,438,236.21,62.22,1228050.81,1.76,818212,2.92
MKT-04992,9,11.57,464,449.27,84.23,3933475.31,1.55,595940,2.65
MKT-04993,8,0.21,343,421.47,54.04,2220666.01,2.81,213231,3.02
MKT-04994,5,1.77,486,382.51,80.2,2540489.33,2.02,994779,3.53
MKT-04995,5,3.92,226,284.52,55.2,1201701.18,2.98,50845,1.92
MKT-04996,8,9.74,381,116.77,54.72,2220863.76,1.04,338642,1.68
MKT-04997,10,1.36,476,291.61,51.44,3872879.47,4.34,197114,2.25
MKT-04998,10,5.01,470,187.18,80.88,711025.47,3.06,120481,1.5
MKT-04999,7,-1.33,236,92.12,89.68,2368564.59,3.44,266452,2.3
MKT-05000,2,7.01,392,103.74,57.22,3662234.1,2.59,71246,4.32
MKT-05001,1,14.0,191,416.98,51.42,4286273.92,4.71,677563,2.05
MKT-05002,3,14.3,150,335.13,87.64,3975260.43,4.23,827186,3.91
MKT-05003,5,11.27,281,409.45,62.83,2126055.08,4.32,930047,1.96
MKT-05004,6,0.13,449,360.83,90.6,4683758.86,2.47,541040,1.52
MKT-05005,2,11.18,237,19.33,90.48,2066218.93,1.89,571718,1.62
MKT-05006,9,6.94,115,123.36,68.29,978404.12,2.91,560634,2.45
MKT-05007,1,7.45,385,277.43,62.94,2827786.75,4.87,92888,2.81
MKT-05008,7,10.59,223,294.75,92.09,438351.23,2.48,128223,1.08
MKT-05009,6,8.93,9,347.18,84.83,3606633.81,2.81,238578,2.09
MKT-05010,6,12.69,365,29.11,93.29,865475.28,2.0,585150,4.4
MKT-05011,9,-1.7,325,129.62,72.45,1492454.04,1.58,759071,4.11
MKT-05012,1,12.88,119,330.05,75.28,2414904.34,3.63,367592,2.67
MKT-05013,4,8.28,303,390.81,83.31,215116.67,3.07,465545,1.0
MKT-05014,5,7.55,323,441.04,58.59,2839352.23,1.69,504017,1.44
MKT-05015,5,-4.74,137,112.54,90.57,3015776.94,4.2,150612,4.76
MKT-05016,8,12.8,322,251.94,59.3,2326076.09,2.72,335309,2.2
MKT-05017,10,12.4,5,440.1,55.47,2439995.96,3.83,616226,4.33
MKT-05018,4,12.28,9,289.4,68.63,1289991.02,4.88,464637,1.28
MKT-05019,9,-1.3,78,489.66,85.68,1759140.63,1.87,830243,3.89
MKT-05020,4,-3.12,167,229.08,67.98,1361590.0,3.33,309100,2.53
MKT-05021,1,11.06,42,108.16,52.4,3267772.79,3.1,714620,3.29
MKT-05022,9,14.05,61,48.33,57.03,4544630.22,4.27,154660,1.73
MKT-05023,6,2.13,139,48.38,61.46,3418397.08,4.54,557058,3.73
MKT-05024,4,8.3,149,470.13,76.95,3768172.78,4.8,684380,1.18
MKT-05025,7,8.75,206,123.97,65.31,4506379.63,4.74,908284,1.88
MKT-05026,9,14.73,409,355.87,58.96,3955257.15,3.62,805412,2.7
MKT-05027,4,-2.23,454,183.09,83.9,557863.76,1.63,206766,1.92
MKT-05028,3,12.83,402,362.69,91.48,949374.4,4.77,953426,2.18
MKT-05029,2,-3.5,271,26.76,86.01,1680397.44,1.37,333714,2.53
MKT-05030,6,-3.69,115,44.59,62.1,2303709.87,4.77,633448,2.55
MKT-05031,8,7.0,396,49.64,78.29,4230170.61,4.4,456073,4.47
MKT-05032,6,9.16,36,225.76,68.59,2389370.98,2.02,989565,4.2
MKT-05033,3,7.43,98,133.28,60.43,4495039.13,4.03,29623,2.08
MKT-05034,3,2.09,131,56.24,87.43,4342298.08,1.84,371952,3.13
MKT-05035,7,0.62,229,206.91,76.39,4877377.29,2.18,585269,4.92
MKT-05036,3,5.48,389,167.63,56.52,2132347.96,2.68,819449,1.61
MKT-05037,9,8.54,333,497.27,51.09,1968298.58,4.49,455945,4.69
MKT-05038,6,11.0,18,165.13,59.97,126875.7,1.4,7640,4.28
MKT-05039,2,0.97,477,458.88,59.96,3746560.68,3.74,898755,3.81
MKT-05040,4,8.06,37,90.36,50.77,2740346.1,1.72,529590,1.99
MKT-05041,10,8.16,247,212.13,92.41,3162683.27,2.6,122175,1.2
MKT-05042,9,1.73,166,244.08,61.33,567319.6,3.3,632162,3.59
MKT-05043,5,10.29,135,66.85,64.2,2229915.59,1.88,507100,1.42
MKT-05044,9,-1.85,94,73.17,85.63,820930.49,3.79,57611,4.33
MKT-05045,8,0.02,208,116.93,50.31,1950783.14,3.44,83691,3.72
MKT-05046,4,5.91,54,74.07,86.84,2042727.97,2.16,108534,2.44
MKT-05047,10,-2.15,342,191.8,62.47,2376694.95,3.21,287526,4.48
MKT-05048,4,11.58,321,118.11,78.48,2601482.54,4.81,233472,2.6
MKT-05049,10,-1.32,286,86.24,64.02,3721898.27,4.55,460112,2.39
MKT-05050,6,3.23,388,398.57,68.48,3701517.93,1.75,329351,1.51
MKT-05051,1,13.84,481,35.43,89.47,1089432.46,4.42,607259,3.49
MKT-05052,2,12.27,312,398.75,68.53,2585348.71,2.42,906157,3.4
MKT-05053,10,4.83,133,108.92,71.58,4749036.68,4.25,857790,4.27
MKT-05054,10,6.49,369,417.84,87.72,4892112.88,3.5,43679,3.86
MKT-05055,1,13.65,464,96.48,64.18,3059545.76,1.3,509984,3.8
MKT-05056,8,-2.64,288,381.3,80.65,3173884.37,4.6,721174,4.14
MKT-05057,2,-2.9,299,336.47,53.28,3764118.08,4.42,31480,2.94
MKT-05058,2,0.85,149,449.5,79.09,3978803.45,4.14,575051,3.65
MKT-05059,2,4.19,269,289.79,75.66,4313718.46,2.32,10090,2.67
MKT-05060,5,7.9,428,66.23,67.85,4718153.22,1.26,670430,4.75
MKT-05061,7,-4.33,466,362.64,51.0,3141670.29,4.62,371044,4.62
MKT-05062,4,13.37,403,399.04,67.28,4348889.53,1.71,161488,4.8
MKT-05063,7,3.73,41,269.13,76.72,3524794.75,4.82,217316,2.94
MKT-05064,5,3.15,167,184.43,68.39,470261.08,2.25,581854,1.32
MKT-05065,7,-0.52,233,216.33,79.14,691755.44,1.97,936873,3.92
MKT-05066,10,4.45,461,65.63,66.91,3277244.55,1.45,580631,3.01
MKT-05067,10,1.7,469,341.66,60.46,1265879.68,1.22,901100,4.07
MKT-05068,7,8.33,50,354.43,77.64,2151729.97,2.1,516057,1.02
MKT-05069,7,7.91,122,329.7,58.99,145526.05,3.39,441859,4.74
MKT-05070,3,7.43,396,146.84,86.07,1812831.55,1.99,197891,1.57
MKT-05071,2,6.52,60,133.37,63.39,4194470.49,2.99,174127,1.07
MKT-05072,2,-2.91,412,358.53,74.11,2962291.88,4.37,702403,1.77
MKT-05073,4,-2.77,167,435.24,76.49,2217081.14,1.39,276383,2.29
MKT-05074,6,-0.9,190,68.21,58.24,720453.92,4.13,921781,2.02
MKT-05075,5,10.05,488,206.51,89.02,3621057.12,1.46,652248,1.72
MKT-05076,6,12.81,342,490.39,93.06,3376730.71,2.2,341521,3.68
MKT-05077,3,1.8,118,431.44,78.97,3548798.68,3.89,590831,3.33
MKT-05078,1,9.06,69,123.88,53.83,1192810.08,2.03,482750,2.69
MKT-05079,3,12.84,42,329.28,51.02,420871.23,1.32,428315,4.59
MKT-05080,6,10.66,101,146.42,78.56,3782368.45,3.98,796825,1.16
MKT-05081,2,-2.32,141,155.75,78.27,3213502.34,4.52,875163,1.11
MKT-05082,4,-4.4,62,392.62,55.5,4662554.4,4.9,278539,1.48
MKT-05083,9,1.19,153,435.97,79.18,1798233.62,4.53,474404,3.48
MKT-05084,9,1.22,60,193.28,77.3,1091385.32,2.54,333217,1.44
MKT-05085,8,-4.09,50,367.54,92.31,3031085.73,2.62,443509,4.61
MKT-05086,2,2.87,486,334.77,91.79,4809890.2,2.49,12041,4.42
MKT-05087,6,11.02,161,441.21,71.79,1127915.73,4.75,453802,3.66
MKT-05088,2,-0.16,371,383.44,89.19,929183.48,4.41,740692,3.17
MKT-05089,7,11.24,109,398.1,70.91,4654404.63,2.29,438532,2.95
MKT-05090,3,6.0,420,411.87,54.98,4213900.03,4.28,545448,4.09
MKT-05091,4,8.17,306,487.09,59.19,3133913.19,4.81,589327,3.51
MKT-05092,10,2.39,154,43.84,83.53,4923671.66,1.17,429198,4.77
MKT-05093,2,1.86,58,146.12,54.71,97237.62,2.05,477948,1.44
MKT-05094,2,10.61,98,264.78,79.82,2593780.3,2.17,799926,1.49
MKT-05095,9,9.48,293,155.46,56.68,4126898.41,4.17,259006,3.53
MKT-05096,1,-3.58,40,5.33,82.49,4203079.42,3.75,125978,4.85
MKT-05097,5,-2.04,44,146.56,70.68,1964726.44,1.54,274126,2.54
MKT-05098,5,0.96,121,325.74,81.61,1079179.47,3.04,52115,1.02
MKT-05099,3,4.38,99,20.71,75.29,3856921.47,1.05,915791,2.91
MKT-05100,7,-0.14,248,73.03,60.25,2788480.73,2.94,585091,2.89
MKT-05101,9,12.1,315,231.67,91.96,3827304.75,1.5,849405,2.46
MKT-05102,9,9.94,114,147.87,60.72,3665889.52,4.93,570759,1.24
MKT-05103,10,-1.87,57,337.83,58.31,2798534.87,4.48,127030,4.85
MKT-05104,2,0.84,326,297.26,75.15,4513447.69,3.5,152829,2.8
MKT-05105,10,7.37,414,28.44,61.82,2579190.7,3.7,164404,4.54
MKT-05106,2,2.36,271,237.64,59.64,296801.83,2.36,760879,4.03
MKT-05107,10,-3.44,339,31.05,60.19,494783.85,3.58,380670,4.67
MKT-05108,9,-1.22,12,330.88,59.92,2447740.93,3.79,77742,4.82
MKT-05109,6,-4.39,273,233.58,64.77,802588.71,4.31,277093,3.63
MKT-05110,5,7.91,276,468.34,80.28,594683.22,1.31,498491,2.93
MKT-05111,8,-3.93,387,90.03,68.95,3991740.35,2.05,488954,2.51
MKT-05112,8,-3.71,444,157.63,50.06,2843834.82,1.29,166531,4.78
MKT-05113,1,1.46,242,465.75,59.57,1639571.08,2.7,588779,2.39
MKT-05114,2,3.94,29,83.21,91.87,3333667.93,1.16,256380,3.49
MKT-05115,10,0.22,226,241.57,60.15,792194.56,3.78,821555,1.96
MKT-05116,10,7.14,32,241.36,57.89,552404.84,4.52,36389,3.96
MKT-05117,3,1.42,381,250.76,65.41,2438899.24,2.85,451736,4.22
MKT-05118,10,1.56,350,231.1,73.85,4787351.75,2.01,752908,3.84
MKT-05119,10,-2.69,137,296.03,60.33,2215608.35,1.53,592012,2.56
MKT-05120,10,11.55,226,58.4,81.78,36329.93,4.01,667471,3.21
MKT-05121,4,10.3,213,426.19,85.41,4128857.42,2.37,768731,3.99
MKT-05122,3,6.02,144,25.02,75.19,3008734.8,1.53,550219,1.35
MKT-05123,6,11.93,414,171.77,90.78,2993057.23,3.06,123377,1.54
MKT-05124,1,9.14,301,25.8,57.94,3272579.25,4.3,204908,2.92
MKT-05125,7,4.84,26,335.61,82.64,3150706.85,1.79,594169,4.47
MKT-05126,8,-4.64,328,155.27,93.93,3089981.21,1.63,200904,2.09
MKT-05127,1,3.55,124,77.86,86.76,1213464.67,2.2,943976,1.84
MKT-05128,7,5.73,379,465.45,59.35,1164120.34,2.25,199484,4.88
MKT-05129,2,0.42,60,346.99,79.5,1972705.23,4.44,457717,1.96
MKT-05130,1,3.07,430,299.77,77.68,3200297.41,2.36,355484,2.38
MKT-05131,2,3.78,487,142.53,94.88,191201.41,3.45,973418,4.46
MKT-05132,4,8.94,17,426.28,63.98,1041496.81,1.62,219137,1.34
MKT-05133,5,1.83,193,264.52,77.09,63173.6,3.57,778420,1.98
MKT-05134,1,3.81,362,252.66,83.02,3824606.45,1.67,628461,3.66
MKT-05135,4,2.47,256,197.03,62.49,2895072.81,4.85,232529,2.8
MKT-05136,5,7.02,358,139.59,68.27,485876.78,4.89,103485,2.54
MKT-05137,4,-0.55,22,239.0,87.95,1246975.3,4.92,560683,3.39
MKT-05138,5,0.06,198,355.7,66.92,1823101.88,1.97,957292,3.75
MKT-05139,4,5.62,211,415.44,52.72,3989527.23,2.98,151769,1.66
MKT-05140,1,-1.4,163,233.21,83.56,1929051.99,4.94,716298,4.97
MKT-05141,7,12.18,389,176.61,86.91,1918090.4,1.56,805612,4.96
MKT-05142,8,-3.82,243,477.38,82.07,3765427.63,3.79,53787,3.51
MKT-05143,1,0.04,351,277.15,54.81,1840752.18,3.96,921111,2.52
MKT-05144,5,0.72,27,19.22,60.11,3507261.45,4.33,558551,1.28
MKT-05145,4,0.98,183,214.17,60.48,823381.8,2.24,61961,2.9
MKT-05146,5,-2.54,12,12.02,86.66,3710750.66,2.49,821963,2.58
MKT-05147,10,2.42,145,196.08,78.43,2770115.82,1.74,616311,3.88
MKT-05148,5,-1.93,99,423.44,52.62,660189.02,1.77,893751,3.12
MKT-05149,9,-1.57,493,180.56,86.4,272403.69,2.97,904428,2.15
MKT-05150,10,-1.78,50,489.09,66.54,3559483.82,3.36,152563,4.97
MKT-05151,6,-1.39,490,218.46,61.93,1332424.92,4.65,725196,3.22
MKT-05152,7,2.78,429,66.74,86.45,593097.46,2.21,459765,1.57
MKT-05153,8,11.84,183,214.21,85.32,3611282.41,3.65,534597,1.97
MKT-05154,6,9.16,217,479.92,78.31,116176.0,3.16,959997,1.78
MKT-05155,3,0.82,469,371.76,76.41,2534778.49,1.92,6271,1.64
MKT-05156,2,14.15,246,134.36,79.85,1885808.15,4.76,231849,1.88
MKT-05157,3,1.23,116,251.98,53.12,4011698.63,3.06,626524,1.51
MKT-05158,1,-1.59,182,353.61,58.64,1646799.53,4.38,215104,1.35
MKT-05159,8,-4.5,344,126.05,82.89,4263584.98,2.19,731276,4.14
MKT-05160,5,5.62,466,192.95,51.1,1067104.24,4.95,112087,4.32
MKT-05161,2,0.21,147,17.6,51.14,4263875.59,4.96,276347,4.16
MKT-05162,7,3.24,465,425.1,65.49,519341.12,2.51,715149,3.99
MKT-05163,8,12.82,189,464.39,67.73,782893.43,1.17,333510,2.82
MKT-05164,6,0.77,471,162.25,54.88,764562.84,2.03,2198,4.36
MKT-05165,1,7.37,390,55.96,60.53,86803.31,1.53,203504,2.72
MKT-05166,10,7.83,324,58.99,51.56,1290934.69,2.9,619612,3.62
MKT-05167,8,7.01,358,383.17,81.86,3953998.06,4.09,642982,2.85
MKT-05168,1,13.85,356,125.49,70.82,539876.23,1.8,954143,4.33
MKT-05169,10,-2.95,350,113.92,86.58,4589609.39,3.83,178992,3.42
MKT-05170,3,0.96,266,165.03,92.98,870569.9,3.97,270239,2.4
MKT-05171,9,3.49,79,473.75,75.57,574286.29,2.62,581061,2.24
MKT-05172,9,10.06,92,384.11,72.81,3267293.17,2.09,735095,3.01
MKT-05173,3,-1.59,211,205.51,73.73,2130086.45,1.2,564995,1.89
MKT-05174,10,5.91,441,285.09,55.84,109820.48,4.22,605160,4.87
MKT-05175,10,12.77,360,179.89,86.54,1319749.18,2.16,598395,4.64
MKT-05176,6,2.12,357,406.23,70.79,4051034.04,2.21,610619,3.68
MKT-05177,2,10.15,55,269.42,94.18,367305.15,3.58,307180,1.01
MKT-05178,4,6.86,141,210.21,61.96,4840506.13,3.48,801301,4.59
MKT-05179,1,-4.85,238,134.91,58.86,1874576.95,1.0,297680,1.28
MKT-05180,4,4.14,285,462.57,86.17,2418133.23,3.27,200750,1.96
MKT-05181,7,-0.88,497,59.93,93.19,2199196.85,3.01,341489,3.61
MKT-05182,7,8.57,119,194.34,72.69,3849635.89,2.61,325814,1.13
MKT-05183,3,4.99,320,301.17,87.38,2145429.55,2.27,541563,4.91
MKT-05184,4,3.32,242,386.29,62.28,2055360.61,2.08,455965,1.15
MKT-05185,10,-2.73,246,273.3,88.85,1407408.75,2.48,355087,4.49
MKT-05186,8,4.72,94,6.58,82.44,4951381.38,3.56,582176,2.5
MKT-05187,10,5.9,130,70.17,81.55,185268.57,1.06,741112,4.94
MKT-05188,6,1.75,263,474.57,52.72,2537176.36,1.71,851332,3.37
MKT-05189,1,2.07,310,451.01,61.83,3354332.89,4.98,755501,3.28
MKT-05190,8,13.69,90,193.87,90.37,2418959.07,4.89,85337,2.84
MKT-05191,2,4.9,398,409.92,87.84,3930710.97,1.12,182157,1.32
MKT-05192,4,4.95,333,55.33,84.36,4921503.67,4.02,496490,1.94
MKT-05193,6,-4.62,38,296.93,82.96,1310318.26,1.1,916164,1.76
MKT-05194,5,4.01,147,163.74,79.22,3593074.65,1.33,788961,4.34
MKT-05195,8,13.79,422,78.67,85.6,2852522.98,4.18,919102,1.06
MKT-05196,4,13.6,15,56.91,78.47,3140091.85,3.62,369089,2.68
MKT-05197,9,1.19,345,198.6,73.46,4511996.89,3.51,573131,4.9
MKT-05198,10,-2.34,340,368.29,91.26,2306498.73,2.24,436274,1.23
MKT-05199,6,12.38,130,52.64,85.7,1321672.76,1.49,896748,1.32
MKT-05200,4,7.65,102,250.27,79.08,3758691.54,4.88,555051,2.74
MKT-05201,2,9.45,477,325.91,82.44,571300.59,1.81,562950,2.65
MKT-05202,2,-1.9,426,401.03,85.58,356085.73,4.61,402153,1.77
MKT-05203,9,-4.39,410,440.07,76.52,2909577.75,3.87,389795,4.88
MKT-05204,10,11.71,305,484.41,78.61,4959260.45,2.05,43984,2.31
MKT-05205,10,-4.42,140,476.62,66.93,11682.38,1.99,670429,2.33
MKT-05206,7,-1.55,104,231.48,73.16,387964.83,2.92,936379,4.63
MKT-05207,2,2.6,234,64.91,82.47,4713991.54,4.83,650503,2.35
MKT-05208,8,-1.78,208,27.33,60.04,89334.96,4.37,730191,1.26
MKT-05209,5,6.96,113,233.24,81.34,499453.12,2.25,951495,3.37
MKT-05210,4,2.68,231,392.25,77.51,2221814.08,2.05,224334,1.31
MKT-05211,4,-0.89,164,310.65,54.83,394771.2,3.88,439147,1.83
MKT-05212,10,-3.62,245,357.26,84.38,1057377.05,1.89,535436,2.19
MKT-05213,8,11.74,297,176.48,60.27,1922347.0,3.76,103032,1.77
MKT-05214,6,-1.7,255,454.88,51.61,1227029.58,1.52,720067,4.98
MKT-05215,2,6.23,368,177.81,77.66,1433609.44,3.5,875937,3.4
MKT-05216,10,4.08,321,138.84,79.67,2369292.65,1.68,368694,4.32
MKT-05217,3,14.38,418,89.94,59.55,1322981.55,2.69,760509,3.96
MKT-05218,5,3.85,263,476.84,94.47,1542879.21,2.67,580889,1.07
