Customer_ID,Net_Worth,Annual_Income,Risk_Appetite,Primary_Investment,Secondary_Investment,Savings_Percentage,Debt_to_Income_Ratio,Retirement_Fund,Preferred_Advisor
CUSTW-04569,4670569.76,229393.96,Moderate,Mutual Funds,Savings,43.22,0.22,391852.5,None
CUSTW-04570,2542034.97,263313.53,Low,Bonds,Savings,7.82,0.86,809517.24,Robo-Advisor
CUSTW-04571,1365451.64,330548.58,Low,Cryptocurrency,Mutual Funds,20.77,0.02,360680.33,None
CUSTW-04572,1500517.04,413756.61,Low,Stocks,Bonds,11.97,0.77,843227.29,Robo-Advisor
CUSTW-04573,663294.29,281922.74,Moderate,Gold,Real Estate,47.5,0.47,240586.24,Robo-Advisor
CUSTW-04574,979716.17,240926.07,Moderate,Bonds,Real Estate,30.49,0.62,870819.74,Human Financial Advisor
CUSTW-04575,3490367.14,116607.67,Moderate,Stocks,Cryptocurrency,35.79,0.73,357955.66,None
CUSTW-04576,466484.45,428722.18,Low,Savings,Cryptocurrency,24.48,0.61,319767.34,Human Financial Advisor
CUSTW-04577,2760335.34,497321.64,Moderate,Stocks,Bonds,39.58,0.68,14110.02,Human Financial Advisor
CUSTW-04578,2264773.4,42991.57,Moderate,Real Estate,Stocks,26.17,0.42,315551.91,Robo-Advisor
CUSTW-04579,38271.42,444708.7,Moderate,Mutual Funds,Gold,49.43,0.07,438969.06,Human Financial Advisor
CUSTW-04580,2871473.75,190724.1,High,Bonds,Savings,25.6,0.14,857308.04,Robo-Advisor
CUSTW-04581,3778240.54,143946.08,Low,Real Estate,Stocks,26.26,0.33,529514.16,None
CUSTW-04582,973841.25,487754.54,Low,Cryptocurrency,Mutual Funds,12.46,0.32,219314.41,Human Financial Advisor
CUSTW-04583,3722926.48,51819.39,High,Mutual Funds,Gold,23.13,0.88,453896.16,None
CUSTW-04584,1469561.05,36763.38,Low,Gold,Stocks,36.2,0.78,676957.67,Robo-Advisor
CUSTW-04585,4479811.04,186431.9,High,Cryptocurrency,Stocks,5.35,0.28,343113.13,None
CUSTW-04586,1352984.05,358506.64,High,Bonds,Gold,28.06,0.41,409997.3,None
CUSTW-04587,4762680.43,300103.7,Moderate,Savings,Mutual Funds,9.76,0.53,138427.99,Robo-Advisor
CUSTW-04588,465528.15,58310.61,Low,Mutual Funds,Bonds,32.85,0.37,401314.58,None
CUSTW-04589,3218672.76,344486.69,Low,Cryptocurrency,Savings,40.39,0.37,254521.33,Robo-Advisor
CUSTW-04590,2473057.29,118754.92,High,Real Estate,Savings,29.9,0.11,554276.34,None
CUSTW-04591,3225443.11,63864.42,High,Stocks,Mutual Funds,21.97,0.56,615090.28,None
CUSTW-04592,3913193.97,448674.58,High,Real Estate,Mutual Funds,13.86,0.36,647996.53,None
CUSTW-04593,3499644.7,323332.68,Moderate,Gold,Stocks,47.9,0.24,577012.86,None
CUSTW-04594,4934305.95,347204.05,High,Cryptocurrency,Gold,16.22,0.8,220015.23,None
CUSTW-04595,2827330.51,185626.96,High,Mutual Funds,Savings,42.7,0.67,309390.11,None
CUSTW-04596,3494093.47,170581.16,Moderate,Stocks,Cryptocurrency,40.06,0.84,660040.73,Robo-Advisor
CUSTW-04597,2318872.69,146570.39,Low,Mutual Funds,Real Estate,21.47,0.25,164906.38,None
CUSTW-04598,1633491.67,155133.19,Moderate,Cryptocurrency,Real Estate,33.73,0.04,247983.01,Human Financial Advisor
CUSTW-04599,703768.7,220322.13,Moderate,Cryptocurrency,Bonds,31.91,0.37,436685.91,Human Financial Advisor
CUSTW-04600,2538130.39,435326.2,High,Savings,Stocks,49.23,0.39,261179.16,None
CUSTW-04601,962234.25,250014.29,Low,Mutual Funds,Bonds,24.31,0.23,947530.22,Human Financial Advisor
CUSTW-04602,6002.53,340257.27,Low,Cryptocurrency,Stocks,7.23,0.02,369850.0,Human Financial Advisor
CUSTW-04603,970202.7,433972.37,High,Stocks,Savings,19.3,0.67,169856.58,Robo-Advisor
CUSTW-04604,1325795.18,198181.98,Moderate,Savings,Real Estate,9.43,0.41,914694.17,None
CUSTW-04605,2718249.05,332931.89,Moderate,Savings,Gold,17.3,0.12,183379.52,Human Financial Advisor
CUSTW-04606,2048327.58,141671.49,High,Stocks,Real Estate,19.91,0.07,983668.18,Human Financial Advisor
CUSTW-04607,3246233.73,163450.74,Moderate,Bonds,Mutual Funds,23.65,0.0,398979.76,Robo-Advisor
CUSTW-04608,3708423.62,278422.47,High,Savings,Mutual Funds,27.77,0.5,797502.56,Human Financial Advisor
CUSTW-04609,4537605.89,158544.52,Moderate,Stocks,Bonds,49.2,0.08,767305.08,Robo-Advisor
CUSTW-04610,1393331.4,249351.36,Low,Gold,Cryptocurrency,38.55,0.8,379606.63,None
CUSTW-04611,4924707.09,396987.31,High,Cryptocurrency,Real Estate,24.32,0.56,443961.34,Human Financial Advisor
CUSTW-04612,3706727.12,312382.54,High,Stocks,Gold,7.51,0.12,672813.87,Robo-Advisor
CUSTW-04613,1604670.14,62703.62,Low,Bonds,Gold,28.75,0.64,997050.19,None
CUSTW-04614,4084514.77,205117.89,Moderate,Gold,Bonds,49.94,0.99,648156.32,None
CUSTW-04615,422054.23,220017.16,Low,Mutual Funds,Real Estate,25.51,0.83,318096.16,Robo-Advisor
CUSTW-04616,4185398.04,317222.89,Low,Real Estate,Mutual Funds,14.56,0.1,643021.74,Robo-Advisor
CUSTW-04617,4243338.44,432888.91,Moderate,Mutual Funds,Cryptocurrency,8.89,0.19,972416.96,Robo-Advisor
CUSTW-04618,223192.58,343787.24,High,Stocks,Savings,27.52,0.0,830563.62,Human Financial Advisor
CUSTW-04619,1332173.73,303459.05,Moderate,Real Estate,Mutual Funds,29.84,0.67,913692.51,None
CUSTW-04620,1533347.05,54113.68,Low,Bonds,Stocks,39.2,0.6,633602.57,Robo-Advisor
CUSTW-04621,679746.96,225950.1,High,Bonds,Mutual Funds,12.26,0.19,452395.53,Human Financial Advisor
CUSTW-04622,481157.93,466578.34,Low,Mutual Funds,Bonds,48.14,0.21,154264.05,None
CUSTW-04623,2512070.11,275680.64,Moderate,Stocks,Real Estate,42.25,0.58,199494.19,None
CUSTW-04624,36929.53,280619.21,High,Savings,Gold,48.16,0.86,238442.63,None
CUSTW-04625,2844283.94,223997.16,Low,Bonds,Cryptocurrency,12.42,0.23,745435.97,None
CUSTW-04626,2558641.48,63200.69,Low,Stocks,Real Estate,20.05,0.94,677858.24,Human Financial Advisor
CUSTW-04627,4303436.11,377782.63,Low,Real Estate,Savings,22.96,0.16,12524.62,Human Financial Advisor
CUSTW-04628,1048672.08,238875.41,Moderate,Bonds,Mutual Funds,13.35,0.74,342381.94,Robo-Advisor
CUSTW-04629,2283949.61,54745.08,Low,Bonds,Savings,24.15,0.08,86943.07,Robo-Advisor
CUSTW-04630,3664900.49,346307.7,Low,Gold,Real Estate,10.69,0.71,552269.79,None
CUSTW-04631,1162733.37,359647.27,Moderate,Stocks,Bonds,7.79,0.56,167614.5,None
CUSTW-04632,3212830.22,253416.5,High,Cryptocurrency,Savings,47.42,0.72,602937.27,Human Financial Advisor
CUSTW-04633,4001581.32,42120.52,Moderate,Mutual Funds,Bonds,13.42,0.77,875732.35,None
CUSTW-04634,742807.17,204335.69,High,Gold,Real Estate,24.77,0.28,587453.04,Human Financial Advisor
CUSTW-04635,1509722.38,55617.18,Moderate,Stocks,Mutual Funds,8.31,0.85,498578.51,Human Financial Advisor
CUSTW-04636,387297.71,268891.94,Moderate,Gold,Stocks,29.72,0.21,1925.93,Human Financial Advisor
CUSTW-04637,220093.61,358038.26,Moderate,Savings,Mutual Funds,47.47,0.55,551711.26,Robo-Advisor
CUSTW-04638,3069377.04,100797.96,Low,Mutual Funds,Cryptocurrency,11.06,0.53,359217.77,Human Financial Advisor
CUSTW-04639,863214.27,218926.54,Moderate,Mutual Funds,Savings,34.37,0.36,709606.78,None
CUSTW-04640,3623770.31,301239.96,Low,Real Estate,Gold,40.58,0.36,520047.28,None
CUSTW-04641,3895857.53,292369.08,Moderate,Bonds,Gold,46.68,0.05,233336.39,Human Financial Advisor
CUSTW-04642,4905284.85,259462.07,Moderate,Savings,Gold,47.61,0.0,276139.07,Human Financial Advisor
CUSTW-04643,4529152.27,403192.65,High,Savings,Real Estate,47.85,0.93,999544.72,None
CUSTW-04644,1349329.41,488230.26,Moderate,Savings,Bonds,48.86,0.58,532274.67,Robo-Advisor
CUSTW-04645,1315146.64,301159.37,High,Gold,Stocks,22.62,0.57,909178.93,Human Financial Advisor
CUSTW-04646,435534.08,294338.75,Low,Mutual Funds,Gold,30.4,0.95,660001.93,Robo-Advisor
CUSTW-04647,513470.65,31545.62,Low,Cryptocurrency,Bonds,37.46,0.43,677693.31,Robo-Advisor
CUSTW-04648,3032865.91,310058.82,Low,Stocks,Real Estate,6.47,0.64,379319.74,Human Financial Advisor
CUSTW-04649,349370.29,352784.25,Moderate,Mutual Funds,Bonds,13.61,0.83,35029.97,None
CUSTW-04650,2365995.92,385631.96,Moderate,Stocks,Savings,18.33,0.73,340189.72,Human Financial Advisor
CUSTW-04651,4443796.29,170680.38,High,Bonds,Gold,22.76,0.87,578346.5,None
CUSTW-04652,2871196.78,190414.0,High,Cryptocurrency,Mutual Funds,9.95,0.49,946032.76,Human Financial Advisor
CUSTW-04653,4749948.09,53901.44,Low,Mutual Funds,Stocks,32.52,0.99,432446.06,Human Financial Advisor
CUSTW-04654,2515270.79,53188.93,Low,Cryptocurrency,Stocks,22.79,0.22,577265.86,Human Financial Advisor
CUSTW-04655,195049.15,343913.12,Moderate,Gold,Real Estate,8.07,0.35,355372.39,Robo-Advisor
CUSTW-04656,319145.04,286641.34,Low,Cryptocurrency,Bonds,15.35,0.77,832309.04,Human Financial Advisor
CUSTW-04657,3956529.72,463624.47,Low,Bonds,Real Estate,29.56,0.72,953784.8,Robo-Advisor
CUSTW-04658,1526601.88,475132.26,Low,Stocks,Gold,26.85,0.93,510036.07,Robo-Advisor
CUSTW-04659,651204.37,397116.79,High,Real Estate,Stocks,33.58,0.61,159912.65,Human Financial Advisor
CUSTW-04660,443222.69,96545.13,Low,Real Estate,Stocks,42.53,0.96,328565.35,Human Financial Advisor
CUSTW-04661,83431.34,107455.76,Moderate,Mutual Funds,Gold,46.81,0.18,247036.93,Robo-Advisor
CUSTW-04662,874361.54,89817.16,Moderate,Bonds,Stocks,45.76,0.21,506879.55,None
CUSTW-04663,2413870.04,390439.51,Moderate,Mutual Funds,Stocks,8.53,0.88,760261.27,Human Financial Advisor
CUSTW-04664,3974956.02,458696.81,Moderate,Cryptocurrency,Mutual Funds,49.52,0.87,869818.1,Human Financial Advisor
CUSTW-04665,41570.42,48701.26,High,Cryptocurrency,Bonds,44.77,0.38,810696.98,None
CUSTW-04666,2300693.6,497005.88,High,Mutual Funds,Savings,17.94,0.26,320996.18,Human Financial Advisor
CUSTW-04667,2024519.18,72730.23,High,Bonds,Stocks,24.16,0.77,636370.03,Robo-Advisor
CUSTW-04668,2508395.32,218691.52,Moderate,Savings,Cryptocurrency,11.27,0.17,292089.99,Human Financial Advisor
CUSTW-04669,3212219.38,422621.31,Moderate,Real Estate,Gold,20.76,0.44,121385.75,None
CUSTW-04670,4561952.73,348292.8,Moderate,Real Estate,Savings,19.35,0.4,156173.14,None
CUSTW-04671,801987.11,287599.7,Low,Mutual Funds,Bonds,33.14,0.83,692566.36,Human Financial Advisor
CUSTW-04672,3140061.16,476113.98,High,Savings,Cryptocurrency,45.72,0.79,945704.12,Human Financial Advisor
CUSTW-04673,1209985.07,161255.64,High,Gold,Mutual Funds,24.2,0.61,754803.87,None
CUSTW-04674,1588979.07,232064.08,Low,Cryptocurrency,Savings,40.06,0.5,722194.67,Human Financial Advisor
CUSTW-04675,4891899.66,496987.44,Moderate,Savings,Gold,44.68,0.63,756853.06,Human Financial Advisor
CUSTW-04676,2008958.89,200112.9,Low,Stocks,Gold,34.36,0.92,375966.61,Robo-Advisor
CUSTW-04677,2444507.31,451831.88,Moderate,Stocks,Real Estate,6.96,0.62,397618.39,Human Financial Advisor
CUSTW-04678,766686.36,79373.46,Moderate,Cryptocurrency,Stocks,31.94,0.55,182370.12,Robo-Advisor
CUSTW-04679,3783865.05,361208.78,Low,Savings,Mutual Funds,14.88,0.79,117833.4,None
CUSTW-04680,365299.43,33975.79,Low,Savings,Bonds,27.32,0.13,862797.47,Robo-Advisor
CUSTW-04681,1643739.09,137358.91,Low,Bonds,Savings,47.68,0.96,348048.03,Human Financial Advisor
CUSTW-04682,852799.09,165684.58,High,Mutual Funds,Real Estate,17.08,0.14,127544.79,Robo-Advisor
CUSTW-04683,3317107.68,386079.29,High,Real Estate,Bonds,17.11,0.16,311550.13,Human Financial Advisor
CUSTW-04684,4689963.48,178126.28,Moderate,Bonds,Real Estate,17.95,0.55,976021.59,Human Financial Advisor
CUSTW-04685,196288.16,330087.04,Moderate,Gold,Cryptocurrency,35.65,0.98,168344.67,Robo-Advisor
CUSTW-04686,2535785.69,336926.77,Moderate,Bonds,Savings,42.37,0.46,309375.93,Human Financial Advisor
CUSTW-04687,243149.16,303225.41,High,Real Estate,Gold,23.96,0.13,982004.68,None
CUSTW-04688,3733895.85,139622.72,High,Mutual Funds,Cryptocurrency,21.34,0.69,329200.28,None
CUSTW-04689,3931813.35,328424.39,Moderate,Mutual Funds,Real Estate,41.43,0.27,480932.86,None
CUSTW-04690,1947345.57,211523.83,High,Stocks,Real Estate,49.5,0.55,518906.12,Human Financial Advisor
CUSTW-04691,4882536.55,190198.67,High,Bonds,Gold,42.02,0.85,887226.41,Robo-Advisor
CUSTW-04692,646283.14,55522.19,Moderate,Gold,Real Estate,39.3,0.94,732282.51,None
CUSTW-04693,3638439.42,49374.63,Low,Mutual Funds,Savings,27.33,0.97,243404.64,Human Financial Advisor
CUSTW-04694,3971536.01,284609.24,Low,Gold,Cryptocurrency,41.36,0.83,503022.09,None
CUSTW-04695,3963501.08,274194.61,Moderate,Real Estate,Stocks,6.67,0.63,3319.21,Robo-Advisor
CUSTW-04696,4066601.13,316024.78,Moderate,Savings,Mutual Funds,16.43,0.46,708983.63,None
CUSTW-04697,1457195.36,98252.76,Low,Cryptocurrency,Stocks,35.62,0.91,661569.01,Human Financial Advisor
CUSTW-04698,473008.05,221078.78,Low,Cryptocurrency,Gold,6.64,0.71,367678.9,Human Financial Advisor
CUSTW-04699,3699744.76,295036.3,Moderate,Bonds,Savings,34.87,0.51,846656.72,Robo-Advisor
CUSTW-04700,3636969.95,154591.61,Low,Stocks,Real Estate,10.15,0.46,128503.76,None
CUSTW-04701,2175840.94,182964.66,Low,Savings,Cryptocurrency,31.58,0.11,739044.42,Robo-Advisor
CUSTW-04702,4404118.86,279813.34,High,Bonds,Real Estate,9.21,0.64,816761.67,None
CUSTW-04703,4496546.94,162250.07,Moderate,Bonds,Savings,25.31,0.17,302604.88,Robo-Advisor
CUSTW-04704,3122970.31,373204.57,High,Stocks,Real Estate,23.1,0.89,407117.76,Human Financial Advisor
CUSTW-04705,1039121.19,211020.01,Moderate,Cryptocurrency,Stocks,14.27,0.63,898465.44,Human Financial Advisor
CUSTW-04706,3700206.35,465590.53,High,Bonds,Savings,6.06,0.56,246952.72,None
CUSTW-04707,986769.29,226119.69,Moderate,Savings,Real Estate,46.39,0.7,500912.99,Robo-Advisor
CUSTW-04708,1473903.43,304558.37,Moderate,Gold,Real Estate,25.51,0.95,584520.98,None
CUSTW-04709,157835.06,89120.76,Low,Stocks,Mutual Funds,49.11,0.5,263075.04,Human Financial Advisor
CUSTW-04710,2998666.65,480797.03,High,Mutual Funds,Savings,36.54,0.71,862092.83,Human Financial Advisor
CUSTW-04711,226630.12,316408.97,High,Mutual Funds,Cryptocurrency,29.74,0.85,801086.95,Robo-Advisor
CUSTW-04712,53871.5,308175.01,Low,Gold,Savings,47.11,0.43,177153.57,Robo-Advisor
CUSTW-04713,3642187.72,60004.26,Low,Real Estate,Cryptocurrency,28.99,0.24,153046.66,None
CUSTW-04714,597115.11,487033.47,Low,Bonds,Mutual Funds,10.12,0.4,512937.98,None
CUSTW-04715,3499681.74,498678.29,High,Savings,Real Estate,36.76,0.4,792135.84,None
CUSTW-04716,113397.68,411422.82,Low,Stocks,Mutual Funds,8.38,0.74,738171.0,Robo-Advisor
CUSTW-04717,622682.52,30092.94,Low,Bonds,Mutual Funds,26.77,0.7,8923.83,None
CUSTW-04718,1789186.1,213972.14,High,Stocks,Real Estate,11.99,0.05,591481.93,Robo-Advisor
CUSTW-04719,1288669.58,103369.98,High,Gold,Mutual Funds,47.66,0.61,160366.26,None
CUSTW-04720,1015397.23,419543.44,High,Stocks,Real Estate,37.82,0.99,380421.92,Human Financial Advisor
CUSTW-04721,762177.85,297097.05,Low,Real Estate,Gold,40.43,0.33,732147.7,Robo-Advisor
CUSTW-04722,4505434.94,185130.48,High,Mutual Funds,Real Estate,44.77,0.27,799445.1,Human Financial Advisor
CUSTW-04723,3906062.97,197524.72,High,Savings,Stocks,44.34,0.68,601005.47,None
CUSTW-04724,4799638.52,273456.4,Low,Cryptocurrency,Real Estate,35.32,0.46,551416.79,None
CUSTW-04725,424583.98,482708.21,High,Bonds,Gold,37.55,0.05,866392.8,Human Financial Advisor
CUSTW-04726,125789.55,198352.1,Low,Gold,Real Estate,13.05,0.16,838450.11,Robo-Advisor
CUSTW-04727,495666.53,261327.44,Moderate,Stocks,Mutual Funds,14.99,0.04,666663.8,Robo-Advisor
CUSTW-04728,825718.6,170038.87,Moderate,Cryptocurrency,Gold,35.08,0.26,222531.02,Robo-Advisor
CUSTW-04729,1621304.25,71030.14,Low,Mutual Funds,Real Estate,6.55,0.76,464762.8,None
CUSTW-04730,2933918.04,477865.28,High,Cryptocurrency,Mutual Funds,40.9,0.05,98180.54,Human Financial Advisor
CUSTW-04731,2152823.77,468053.8,Moderate,Real Estate,Mutual Funds,45.19,0.32,70822.62,Robo-Advisor
CUSTW-04732,1539122.58,267624.62,High,Real Estate,Cryptocurrency,46.21,0.97,208092.32,Human Financial Advisor
CUSTW-04733,3259363.38,244266.07,Low,Real Estate,Stocks,44.2,0.82,895025.48,Human Financial Advisor
CUSTW-04734,123032.01,199070.4,Moderate,Bonds,Savings,21.55,0.41,682648.13,None
CUSTW-04735,3064783.86,479319.4,Moderate,Mutual Funds,Cryptocurrency,7.92,0.3,665205.95,Human Financial Advisor
CUSTW-04736,2761910.2,54062.05,High,Cryptocurrency,Mutual Funds,9.19,0.41,128294.6,Robo-Advisor
CUSTW-04737,1737836.63,314892.69,High,Gold,Savings,45.44,0.04,623945.2,Robo-Advisor
CUSTW-04738,3914424.79,46299.36,High,Savings,Gold,20.59,0.01,461752.08,Robo-Advisor
CUSTW-04739,2595281.06,119298.5,Low,Gold,Mutual Funds,31.39,0.16,292881.89,Human Financial Advisor
CUSTW-04740,1940690.78,331933.73,High,Stocks,Bonds,41.27,0.64,660397.82,None
CUSTW-04741,2843221.6,483075.15,Low,Stocks,Bonds,15.92,0.74,166257.46,Robo-Advisor
CUSTW-04742,4154531.05,97477.77,High,Savings,Stocks,17.17,0.31,679295.2,Robo-Advisor
CUSTW-04743,2274898.89,488576.95,High,Stocks,Bonds,28.04,0.03,600226.21,None
CUSTW-04744,2090864.66,437807.8,Moderate,Cryptocurrency,Gold,32.63,0.67,490656.21,Robo-Advisor
CUSTW-04745,3566939.13,189291.69,Low,Real Estate,Gold,38.19,0.64,123144.67,Human Financial Advisor
CUSTW-04746,2442843.54,82312.29,High,Gold,Real Estate,27.09,0.68,149438.04,Human Financial Advisor
CUSTW-04747,1098817.11,372013.68,Low,Real Estate,Mutual Funds,45.3,0.15,131551.49,Robo-Advisor
CUSTW-04748,2235660.88,375963.7,Low,Mutual Funds,Gold,36.08,0.24,794807.09,None
CUSTW-04749,1241196.74,461343.4,Low,Stocks,Mutual Funds,9.49,0.31,269693.38,None
CUSTW-04750,672193.65,372120.75,Low,Gold,Bonds,6.99,0.78,64713.29,Human Financial Advisor
CUSTW-04751,1165120.15,464521.92,Low,Stocks,Bonds,35.49,0.48,385727.94,Robo-Advisor
CUSTW-04752,4386902.44,174594.58,Low,Mutual Funds,Savings,35.47,0.13,662560.18,None
CUSTW-04753,897880.55,345092.37,Low,Cryptocurrency,Gold,8.49,0.91,177561.52,Human Financial Advisor
CUSTW-04754,4501859.36,226805.97,High,Savings,Gold,40.92,0.42,499010.28,Human Financial Advisor
CUSTW-04755,862980.39,43998.26,High,Real Estate,Gold,19.2,0.98,506534.21,Human Financial Advisor
CUSTW-04756,4569949.89,70606.69,Moderate,Savings,Gold,7.29,0.88,698436.57,Human Financial Advisor
CUSTW-04757,4490864.86,147923.62,High,Bonds,Mutual Funds,15.42,0.17,143894.95,None
CUSTW-04758,3161685.97,454665.81,High,Bonds,Savings,7.27,0.6,570752.83,Human Financial Advisor
CUSTW-04759,2966512.66,188305.93,Low,Stocks,Mutual Funds,31.53,0.21,106418.15,Human Financial Advisor
CUSTW-04760,4702393.49,320527.12,Low,Gold,Bonds,48.8,0.98,424781.45,Human Financial Advisor
CUSTW-04761,2885437.67,444434.67,Low,Gold,Stocks,32.68,0.47,351891.01,None
CUSTW-04762,2803019.07,495880.46,Moderate,Cryptocurrency,Real Estate,37.69,0.61,193347.28,None
CUSTW-04763,1903594.83,56092.67,High,Cryptocurrency,Stocks,35.08,0.79,644251.07,None
CUSTW-04764,1888270.19,469372.94,Moderate,Gold,Stocks,9.52,0.74,606679.95,None
CUSTW-04765,4694540.92,253934.08,Moderate,Real Estate,Savings,44.69,0.44,666988.98,Human Financial Advisor
CUSTW-04766,2928475.06,162445.37,Moderate,Cryptocurrency,Gold,18.56,0.61,572998.34,None
CUSTW-04767,1920263.16,161340.1,High,Savings,Mutual Funds,44.65,0.26,280634.53,Human Financial Advisor
CUSTW-04768,1109254.94,126743.54,Moderate,Bonds,Real Estate,24.12,0.02,689795.14,Robo-Advisor
CUSTW-04769,884653.59,61281.3,High,Bonds,Real Estate,47.42,0.7,591089.57,Human Financial Advisor
CUSTW-04770,2247169.59,489090.37,Low,Real Estate,Bonds,21.11,0.66,151788.33,Robo-Advisor
CUSTW-04771,1488585.55,252742.67,Moderate,Bonds,Gold,5.4,0.2,893911.03,Robo-Advisor
CUSTW-04772,1612772.15,125328.66,Low,Savings,Bonds,39.9,0.75,610935.66,None
CUSTW-04773,1369968.65,496506.73,High,Gold,Mutual Funds,25.21,0.24,494454.73,None
CUSTW-04774,4957067.8,465092.15,High,Mutual Funds,Gold,38.22,0.23,562392.6,Robo-Advisor
CUSTW-04775,1838618.43,183540.98,Moderate,Real Estate,Mutual Funds,43.71,0.62,790644.72,None
CUSTW-04776,1216239.87,349074.72,High,Cryptocurrency,Gold,16.59,0.82,877383.79,Human Financial Advisor
CUSTW-04777,3157695.51,142188.42,High,Real Estate,Bonds,7.28,0.93,126679.14,None
CUSTW-04778,4959233.95,83286.79,High,Savings,Real Estate,40.01,0.99,830301.84,Human Financial Advisor
CUSTW-04779,1523048.37,350130.65,High,Mutual Funds,Gold,26.2,0.68,857313.54,Robo-Advisor
CUSTW-04780,1982478.01,390917.06,Moderate,Real Estate,Cryptocurrency,34.83,0.54,484750.96,Robo-Advisor
CUSTW-04781,1912150.6,153312.26,Moderate,Bonds,Stocks,27.9,0.54,770260.2,Robo-Advisor
CUSTW-04782,4593380.85,177217.32,High,Real Estate,Savings,45.34,0.13,37740.96,Robo-Advisor
CUSTW-04783,4719437.97,329860.99,Moderate,Gold,Real Estate,26.86,0.61,979509.21,None
CUSTW-04784,3708223.92,38637.36,Low,Real Estate,Cryptocurrency,20.75,0.12,917147.77,Human Financial Advisor
CUSTW-04785,1878927.13,281418.49,Moderate,Stocks,Mutual Funds,6.81,0.61,501247.9,Robo-Advisor
CUSTW-04786,2599322.16,148778.9,High,Gold,Stocks,30.75,0.41,736125.08,Robo-Advisor
CUSTW-04787,2744257.63,375997.45,Low,Cryptocurrency,Stocks,40.2,0.84,611496.41,Robo-Advisor
CUSTW-04788,1657748.45,188426.03,Low,Gold,Mutual Funds,20.03,0.8,17752.05,None
CUSTW-04789,3933793.18,193284.21,High,Savings,Stocks,47.85,0.54,457309.89,Human Financial Advisor
CUSTW-04790,2379976.52,153704.27,High,Savings,Real Estate,44.89,0.05,627974.29,None
CUSTW-04791,2936285.17,240128.78,High,Real Estate,Gold,49.31,0.94,585731.56,Robo-Advisor
CUSTW-04792,568619.39,188845.78,Low,Mutual Funds,Stocks,19.92,0.79,182415.54,Human Financial Advisor
CUSTW-04793,926662.1,270606.6,Low,Stocks,Cryptocurrency,14.62,0.87,310004.59,Robo-Advisor
CUSTW-04794,1093349.92,343202.04,Moderate,Cryptocurrency,Real Estate,30.18,0.06,868639.55,Human Financial Advisor
CUSTW-04795,3320617.55,427670.54,Moderate,Savings,Gold,44.19,0.37,285847.34,Human Financial Advisor
CUSTW-04796,2324613.9,343570.39,Moderate,Cryptocurrency,Savings,26.07,0.71,700866.96,None
CUSTW-04797,2346744.4,174549.19,Low,Mutual Funds,Stocks,26.91,0.48,755051.82,None
CUSTW-04798,1894384.54,249555.32,Low,Cryptocurrency,Bonds,37.87,0.09,684156.88,Robo-Advisor
CUSTW-04799,3351348.14,121777.84,Low,Cryptocurrency,Bonds,23.99,0.59,57482.89,Robo-Advisor
CUSTW-04800,3488481.0,392582.8,Low,Gold,Stocks,43.97,0.86,706201.19,None
CUSTW-04801,2665654.57,355574.95,Moderate,Cryptocurrency,Mutual Funds,10.14,0.46,200313.71,Robo-Advisor
CUSTW-04802,4460792.68,222858.93,Moderate,Real Estate,Gold,15.53,0.73,550503.41,Robo-Advisor
CUSTW-04803,1890478.85,365695.87,Low,Gold,Mutual Funds,41.8,0.35,195004.86,Robo-Advisor
CUSTW-04804,1661658.95,291483.44,High,Real Estate,Gold,7.91,0.18,87552.34,Robo-Advisor
CUSTW-04805,4388560.23,235026.63,Moderate,Cryptocurrency,Mutual Funds,42.16,0.5,85191.14,Robo-Advisor
CUSTW-04806,3309062.5,241071.57,Moderate,Real Estate,Stocks,43.93,0.28,380363.18,Human Financial Advisor
CUSTW-04807,2911210.83,393357.81,Moderate,Stocks,Mutual Funds,35.04,0.15,205491.66,None
CUSTW-04808,3157478.43,312085.12,High,Savings,Stocks,49.33,0.79,455595.18,Human Financial Advisor
CUSTW-04809,303218.58,117513.31,High,Savings,Cryptocurrency,32.21,0.87,338447.25,Robo-Advisor
CUSTW-04810,1549157.81,459033.97,Low,Cryptocurrency,Stocks,16.08,0.91,259415.96,None
CUSTW-04811,3026395.24,106097.78,High,Savings,Stocks,49.69,0.75,528550.17,None
CUSTW-04812,633492.03,360858.08,High,Real Estate,Cryptocurrency,47.37,0.32,194488.92,Robo-Advisor
CUSTW-04813,598645.23,69370.63,High,Bonds,Gold,29.77,0.94,955610.34,None
CUSTW-04814,1097849.43,104115.13,Moderate,Savings,Mutual Funds,39.33,0.47,457742.24,Human Financial Advisor
CUSTW-04815,4775982.52,203139.98,Low,Cryptocurrency,Gold,15.07,0.15,17943.34,None
CUSTW-04816,4020643.46,417440.03,Low,Mutual Funds,Savings,28.46,0.59,820132.79,Robo-Advisor
CUSTW-04817,962468.34,311613.12,High,Bonds,Mutual Funds,11.46,0.98,97545.79,Robo-Advisor
CUSTW-04818,1238396.46,279189.78,High,Gold,Bonds,17.85,0.54,207016.25,Robo-Advisor
CUSTW-04819,1570824.65,250788.74,High,Savings,Gold,40.86,0.03,708428.75,Robo-Advisor
CUSTW-04820,2960646.54,315269.07,Low,Savings,Cryptocurrency,28.69,0.36,845097.69,Human Financial Advisor
CUSTW-04821,4369328.95,58251.62,High,Bonds,Real Estate,7.54,0.22,807109.17,None
CUSTW-04822,898112.23,437734.42,High,Stocks,Real Estate,20.56,0.14,407796.71,None
