customer_id,age,income,employment_status,credit_score,existing_loans,loan_amount_requested,loan_purpose,loan_approval_status,debt_to_income_ratio,loan_interest_rate,loan_term,default_risk
f8e07b5c,66,107840,Self-employed,304,4,201869,Car,Approved,0.79,6.33,240,High
79560552,59,126785,Part-time,338,2,114287,Personal,Approved,0.23,10.71,120,Medium
dc703cd0,21,29569,Full-time,762,4,439237,Business,Rejected,0.65,2.54,180,Low
ea3a023e,41,143032,Full-time,444,1,64432,Business,Approved,0.36,6.71,240,Low
6606430b,35,20730,Part-time,674,0,339398,Personal,Approved,0.28,12.19,24,Low
bd07c8f9,31,129240,Unemployed,731,4,185710,Business,Rejected,0.6,4.26,12,Low
28e354f1,30,124843,Full-time,651,0,113375,Education,Approved,0.26,10.28,180,Low
031280b4,30,103960,Part-time,751,4,322680,Business,Rejected,0.13,10.2,48,High
a4cfbfed,61,136466,Self-employed,747,3,436266,Home,Approved,0.53,5.69,60,High
f4769d8e,21,131248,Full-time,310,1,445493,Education,Rejected,0.56,10.55,12,Low
23b0fa53,32,113744,Unemployed,641,1,44792,Personal,Approved,0.53,5.07,12,Low
30b468ee,27,115807,Unemployed,716,1,376928,Personal,Approved,0.78,4.77,12,Low
01aaaf8a,63,69669,Part-time,736,5,207504,Home,Approved,0.77,4.62,60,Low
093b32bb,42,149433,Part-time,681,0,457192,Home,Rejected,0.45,10.32,120,Low
6e762f8e,44,34665,Self-employed,517,1,29609,Personal,Approved,0.29,14.52,180,High
62fcf736,57,41016,Self-employed,615,4,5334,Home,Rejected,0.57,14.83,12,Low
cb22b76f,52,87382,Unemployed,496,3,130380,Personal,Approved,0.24,3.2,48,Medium
e78dbb00,58,46183,Part-time,485,2,67230,Home,Rejected,0.77,4.22,36,Medium
fb73b60a,23,147958,Self-employed,811,3,459665,Business,Approved,0.32,7.9,48,Low
8f12ea93,39,130708,Self-employed,656,0,301929,Car,Rejected,0.42,5.36,24,Low
42eef04e,65,50026,Unemployed,827,1,229504,Car,Pending,0.7,6.7,360,High
b28cf1c6,62,73912,Part-time,650,4,40836,Education,Approved,0.28,13.7,120,High
d365f142,31,66069,Self-employed,614,2,417250,Car,Rejected,0.45,14.28,12,Low
a5f733f0,64,145118,Self-employed,634,0,54115,Car,Pending,0.54,5.35,180,Medium
de031c0c,40,21760,Self-employed,305,2,139504,Home,Approved,0.48,10.83,12,Medium
7601442c,18,35128,Full-time,644,3,169053,Home,Approved,0.23,11.6,48,Low
1456a563,34,60133,Self-employed,417,3,253300,Home,Approved,0.77,7.28,48,Low
bbc28d54,20,100594,Full-time,593,5,117327,Personal,Rejected,0.52,6.66,240,Low
4e759fcf,21,69270,Part-time,353,1,490523,Car,Rejected,0.49,11.13,120,Medium
f6b52f86,49,104002,Full-time,347,3,389951,Car,Pending,0.22,13.26,60,High
23e3a70e,70,54046,Self-employed,615,1,393374,Car,Pending,0.58,12.71,60,Low
9149576c,32,20974,Unemployed,580,2,306733,Education,Rejected,0.21,6.68,240,High
486fadca,50,61865,Unemployed,764,0,205594,Home,Rejected,0.7,10.85,24,Low
68232719,42,85591,Part-time,361,5,337603,Personal,Approved,0.65,6.6,240,Low
044768d6,23,40756,Unemployed,542,3,163921,Personal,Approved,0.76,11.88,120,Low
e3ac96d2,67,23067,Self-employed,771,3,98558,Home,Approved,0.31,14.99,360,Medium
351ee1cb,39,98891,Self-employed,776,5,79532,Business,Rejected,0.76,9.97,240,High
70383e68,60,79085,Unemployed,315,2,311952,Personal,Rejected,0.2,13.38,180,Medium
deaaa877,30,76140,Self-employed,582,5,217725,Car,Rejected,0.62,5.74,36,Low
dababa8d,58,143907,Full-time,362,0,37396,Home,Approved,0.3,9.28,120,Low
f0acb4a8,28,96955,Full-time,416,1,306697,Home,Approved,0.2,3.18,240,Medium
d1772175,63,131251,Self-employed,412,5,128403,Home,Rejected,0.62,8.54,36,Medium
62dabc98,25,74550,Unemployed,550,3,275332,Personal,Rejected,0.24,4.14,48,Medium
7b57d16c,63,123930,Part-time,588,0,139551,Home,Approved,0.7,14.1,360,Low
a8e5c934,68,99905,Unemployed,784,4,316542,Business,Approved,0.24,8.28,12,Low
2fcb6eda,21,130651,Full-time,524,1,235800,Education,Rejected,0.68,5.93,240,Low
29ea4b7c,43,93603,Unemployed,493,5,133612,Business,Approved,0.17,6.02,360,Low
ff0a000f,53,119694,Part-time,676,2,284512,Home,Approved,0.15,12.87,180,Medium
7a132e66,60,89525,Unemployed,837,1,120515,Car,Rejected,0.68,6.98,360,High
e3175ed7,51,102728,Unemployed,595,2,120459,Home,Rejected,0.69,10.87,12,Low
504df66e,26,98016,Full-time,509,2,225521,Car,Approved,0.15,4.36,180,High
49adce24,64,67159,Self-employed,766,4,324322,Personal,Approved,0.43,6.64,180,Low
7cd0d163,66,82002,Part-time,733,4,447047,Business,Approved,0.55,2.76,120,Medium
5e09cc59,38,148014,Part-time,797,0,75808,Home,Rejected,0.55,14.91,180,High
df3d0927,55,101608,Part-time,467,4,89157,Education,Pending,0.73,5.16,180,Medium
4e095053,47,88561,Self-employed,526,5,260018,Business,Rejected,0.7,9.13,12,Low
53c3f547,65,109682,Part-time,345,3,354912,Car,Approved,0.66,10.79,24,Medium
b42d9c9c,36,131565,Full-time,533,1,388004,Personal,Approved,0.72,11.3,240,Low
9d94bd57,62,146808,Unemployed,463,0,175561,Home,Rejected,0.31,5.45,36,Low
ea1df15e,58,120140,Unemployed,498,2,387399,Education,Approved,0.53,3.57,360,Low
8e24bf5a,45,148829,Self-employed,844,3,118712,Personal,Pending,0.62,8.04,240,Medium
37ee965b,18,148855,Part-time,743,0,214039,Home,Approved,0.69,10.69,60,Low
e541eb14,28,65860,Self-employed,467,3,153138,Personal,Approved,0.56,11.34,360,Low
2ce88176,23,121586,Part-time,441,5,304177,Personal,Approved,0.22,11.74,48,Low
8668ac48,50,78567,Full-time,521,4,43617,Business,Rejected,0.53,4.57,48,Medium
28c5f38f,38,126745,Self-employed,361,3,167324,Personal,Approved,0.67,3.68,120,Medium
e46c7a7d,66,20942,Unemployed,388,3,497420,Education,Approved,0.76,3.88,240,Low
4b91a139,46,95453,Unemployed,732,0,398166,Business,Rejected,0.47,3.46,240,High
b9bb1cb2,31,140017,Full-time,329,3,193843,Home,Rejected,0.35,6.25,240,Low
370359c8,36,71864,Unemployed,636,1,147431,Home,Rejected,0.59,14.98,12,Low
ffda23ab,49,53025,Unemployed,390,5,476738,Education,Pending,0.25,11.71,24,Medium
e574c698,46,105801,Full-time,813,3,28133,Business,Approved,0.6,6.66,48,Medium
17ce3bc4,52,43943,Self-employed,820,4,253048,Car,Approved,0.31,10.07,360,Medium
d56b337e,39,115740,Unemployed,389,2,283206,Personal,Rejected,0.2,9.94,60,Medium
dafe142b,70,39005,Self-employed,491,5,184930,Business,Approved,0.18,9.2,120,Low
8d24b92c,65,54514,Full-time,420,3,84371,Education,Approved,0.29,6.38,24,Low
51e0a1f9,47,136758,Self-employed,370,5,147183,Personal,Approved,0.59,9.18,36,Medium
eb650df1,23,74486,Self-employed,326,1,124797,Home,Approved,0.37,9.4,36,Medium
6c632913,70,61382,Self-employed,522,4,230162,Home,Rejected,0.72,10.37,60,Low
1802bcf4,50,143098,Full-time,771,3,475599,Education,Approved,0.71,12.28,360,High
e22f4584,33,30328,Unemployed,653,5,155709,Home,Approved,0.47,7.6,120,Low
8de6ea69,31,70382,Full-time,547,4,326628,Car,Approved,0.31,7.72,120,High
e063f9ea,53,82113,Self-employed,408,4,25642,Business,Rejected,0.52,10.39,60,Low
edf25201,46,52626,Self-employed,391,2,388451,Home,Approved,0.29,8.84,48,High
4c4b895a,35,147565,Self-employed,601,3,71626,Car,Approved,0.64,3.39,360,Medium
f5595040,19,101795,Self-employed,659,3,64050,Home,Rejected,0.56,5.52,60,Low
dec68b90,47,26667,Full-time,476,0,261898,Personal,Pending,0.41,6.01,12,Low
4b51b04d,62,63314,Self-employed,655,5,120308,Education,Approved,0.28,7.73,12,Low
864be14d,60,81871,Part-time,457,5,41283,Business,Approved,0.46,11.55,360,Low
00853f21,22,43386,Full-time,642,5,453217,Car,Rejected,0.63,5.45,180,High
d4711d3f,32,80030,Unemployed,843,3,351728,Business,Pending,0.2,3.48,36,Medium
0827651b,33,31021,Unemployed,740,4,281592,Car,Rejected,0.76,9.4,240,High
0a8236e7,55,48379,Unemployed,532,3,421959,Personal,Approved,0.55,10.24,48,Low
991cdbde,67,110300,Unemployed,574,4,162334,Home,Approved,0.31,14.51,12,Low
abb3a1d9,27,86689,Unemployed,624,2,285170,Business,Rejected,0.37,11.38,24,High
23fb39e4,64,63595,Part-time,762,5,248443,Car,Approved,0.56,13.6,360,Low
1c9e1ec2,38,81904,Full-time,625,0,364802,Business,Approved,0.26,5.92,120,Medium
d745415e,19,119617,Full-time,545,5,362872,Car,Rejected,0.7,14.42,240,Medium
0e14458b,37,20109,Full-time,558,5,441010,Personal,Approved,0.8,4.44,120,High
108a8164,22,43873,Unemployed,308,0,283796,Home,Approved,0.64,13.46,360,Low
57398cdf,47,42998,Unemployed,750,2,314719,Business,Rejected,0.65,3.46,24,Low
8bc63aab,65,27272,Unemployed,546,2,247584,Education,Approved,0.26,5.06,240,Low
722d0e6a,47,90898,Full-time,759,3,469773,Education,Pending,0.24,6.52,36,Medium
5cd18760,40,66893,Full-time,633,1,128080,Car,Rejected,0.4,3.3,120,Low
60827989,69,55386,Unemployed,733,4,453865,Personal,Approved,0.13,9.24,36,Low
c4fb6d27,42,76084,Self-employed,812,3,235205,Personal,Rejected,0.13,3.08,180,Low
d1fbcf3c,34,36556,Part-time,534,3,308235,Car,Rejected,0.58,4.59,240,Low
02bec5a4,30,70709,Unemployed,303,2,109830,Education,Approved,0.29,13.07,240,Low
f972bc76,39,21349,Part-time,832,3,67130,Education,Rejected,0.42,9.03,360,High
5753c20e,19,72361,Part-time,474,0,437697,Personal,Approved,0.23,8.72,180,Low
1a81200a,57,47533,Unemployed,488,2,198931,Education,Approved,0.34,2.86,48,Low
738ab098,63,74119,Part-time,631,4,287077,Personal,Approved,0.72,13.28,360,High
8bf69fc9,26,133483,Self-employed,704,5,328799,Business,Rejected,0.69,6.6,24,Medium
b62a5610,60,128407,Part-time,452,0,195117,Personal,Rejected,0.18,5.49,36,Low
ff96b833,54,130161,Self-employed,788,4,375188,Business,Rejected,0.53,6.58,24,Medium
e4024194,37,57354,Unemployed,793,2,351991,Home,Approved,0.68,9.06,36,Low
bd4df5d2,25,97861,Unemployed,696,4,104731,Home,Approved,0.75,5.77,240,High
73441724,20,78979,Unemployed,755,0,483678,Education,Approved,0.14,11.38,24,Medium
b4c438a6,63,127221,Self-employed,741,4,389655,Car,Approved,0.38,12.88,12,Medium
9e4298ba,48,37414,Unemployed,598,2,174519,Home,Rejected,0.79,11.73,360,Low
ed00b43c,54,115907,Unemployed,327,3,124802,Education,Rejected,0.68,4.85,60,Low
f2288dcc,35,124679,Unemployed,484,4,391516,Education,Approved,0.69,6.14,360,Low
437232eb,40,141279,Self-employed,677,2,429739,Home,Approved,0.35,3.18,24,Low
ccb70541,22,69257,Full-time,655,5,163413,Home,Rejected,0.47,4.1,12,Medium
46fa2447,20,92067,Part-time,336,0,74345,Business,Rejected,0.38,9.01,240,Low
1f8dfc56,42,65526,Self-employed,500,4,213482,Business,Rejected,0.53,5.07,360,Medium
ce4cab74,48,107355,Part-time,451,2,104044,Education,Rejected,0.3,12.54,12,Low
6a7ebdcc,56,122923,Self-employed,410,4,389760,Home,Approved,0.32,9.77,48,Medium
caff2dc8,18,49304,Part-time,330,3,267522,Education,Rejected,0.54,7.41,240,High
b44de38a,47,105030,Full-time,405,3,126642,Education,Pending,0.48,9.96,24,Low
a8c16d81,70,138650,Part-time,402,3,206566,Car,Approved,0.22,13.11,12,Low
0faf06b5,25,38611,Unemployed,548,2,141085,Business,Approved,0.49,3.22,48,High
02443302,24,68869,Part-time,352,5,283852,Business,Approved,0.71,5.09,240,High
a07daa6a,43,34068,Part-time,734,0,49369,Business,Approved,0.25,3.84,36,Medium
07d08839,27,89238,Self-employed,614,5,23085,Personal,Approved,0.6,11.7,24,Low
df7fc0ed,43,34033,Part-time,706,5,339230,Car,Pending,0.38,6.07,180,High
a7d8d8bd,63,27170,Self-employed,336,1,112982,Home,Approved,0.1,11.25,360,Low
ed34a260,39,79596,Unemployed,591,2,394235,Home,Approved,0.44,3.42,60,Low
78fa921e,38,50722,Self-employed,467,0,32107,Business,Approved,0.66,12.06,36,Low
3140ee70,35,42469,Unemployed,583,0,462254,Business,Rejected,0.7,7.88,360,Low
599ed74e,45,49381,Self-employed,759,0,154106,Education,Rejected,0.51,3.6,24,Low
25f5c1ac,49,31129,Unemployed,694,1,359523,Business,Rejected,0.64,6.09,360,Low
783aab8f,63,126904,Full-time,647,5,154107,Car,Approved,0.62,3.13,240,Low
b7dfc42b,23,121041,Unemployed,542,1,482555,Car,Approved,0.59,8.12,48,Low
a5ac3bf2,19,87574,Full-time,571,4,487639,Education,Approved,0.31,14.77,24,Low
c330921a,45,99522,Part-time,748,2,14849,Personal,Rejected,0.7,11.57,240,Medium
5cf8c4e6,35,105159,Unemployed,587,2,87219,Home,Rejected,0.24,14.5,60,Medium
fd205358,47,106722,Unemployed,782,5,310216,Personal,Pending,0.3,7.81,120,Low
4f6e74e9,19,117511,Full-time,423,5,467023,Business,Approved,0.5,13.32,240,Medium
d6f5e3e0,58,123262,Self-employed,643,5,127550,Home,Pending,0.77,11.43,360,High
343bb4ca,35,134032,Part-time,568,2,189398,Education,Approved,0.18,14.21,240,High
96f5cf71,42,121103,Part-time,408,2,229763,Home,Rejected,0.24,12.93,36,Medium
620b7c42,35,82401,Part-time,665,3,168512,Education,Approved,0.35,7.31,240,Low
0dab6825,43,100316,Self-employed,762,0,301596,Business,Approved,0.45,13.08,360,Medium
471abc00,47,39379,Full-time,499,1,114921,Personal,Pending,0.73,11.16,360,Low
00f1f7d2,20,108168,Full-time,352,3,184232,Home,Approved,0.63,13.31,48,Medium
7b326bcd,36,53665,Full-time,445,2,148637,Home,Approved,0.38,4.93,360,Low
ae5c432c,32,47321,Self-employed,549,2,104290,Home,Approved,0.5,7.84,36,Medium
f5f2c948,69,48135,Unemployed,549,2,79226,Personal,Approved,0.22,9.76,360,Medium
9f6c335b,39,134424,Part-time,443,3,306005,Personal,Approved,0.22,7.1,60,High
704f6440,56,121690,Full-time,462,0,177449,Business,Pending,0.14,12.24,48,Medium
13179dc0,46,55318,Part-time,555,4,199443,Business,Approved,0.11,10.81,120,Medium
0f0961ee,42,145706,Unemployed,611,3,205706,Education,Approved,0.76,7.68,36,Medium
3d8403b4,27,122214,Full-time,615,0,103470,Personal,Approved,0.65,13.92,48,High
93e56f90,69,74685,Self-employed,689,1,189378,Home,Approved,0.43,7.92,36,Low
4b64042d,48,44404,Full-time,722,4,321497,Car,Rejected,0.11,7.31,120,Low
f56ee2eb,57,58930,Part-time,723,5,178490,Education,Rejected,0.2,9.84,120,Low
441dac8c,62,32400,Unemployed,347,4,5492,Personal,Rejected,0.79,4.45,24,Medium
a33146d9,62,64110,Unemployed,393,1,443141,Business,Approved,0.53,6.14,120,Medium
2084324c,38,143418,Full-time,847,4,106425,Personal,Rejected,0.7,3.94,60,Low
1a95e25b,23,28987,Full-time,839,3,273604,Education,Rejected,0.25,12.74,240,Low
98def477,19,115008,Unemployed,629,3,208531,Home,Rejected,0.1,4.76,240,Medium
372bc8e3,59,99947,Unemployed,492,2,88925,Car,Approved,0.2,14.94,180,Low
322a14f9,39,132458,Part-time,755,2,437078,Car,Approved,0.7,11.9,180,High
25c90ede,21,77504,Full-time,685,3,366853,Home,Rejected,0.2,13.97,360,High
18afaa3c,46,95898,Part-time,680,0,361319,Business,Pending,0.64,6.8,24,Low
3f649bca,65,53782,Self-employed,819,5,419860,Business,Approved,0.79,5.17,36,Low
1b51182d,27,82079,Unemployed,306,1,250753,Business,Approved,0.7,7.62,120,High
e4c8f3d3,43,140984,Self-employed,630,2,493714,Education,Approved,0.37,8.8,48,Low
244f50df,61,144053,Self-employed,443,3,391322,Business,Approved,0.75,6.64,24,Low
dcfede51,42,117795,Self-employed,576,4,8806,Personal,Rejected,0.4,3.95,48,Low
e3545d71,48,145589,Unemployed,411,1,67572,Car,Rejected,0.24,3.6,180,Low
eb25133a,59,85735,Part-time,329,1,238469,Home,Approved,0.15,5.93,36,Medium
b978039d,46,43488,Part-time,331,3,87693,Personal,Approved,0.54,3.91,180,Low
2a1fda0a,36,42346,Self-employed,715,1,225784,Education,Approved,0.76,11.74,360,Medium
727073c7,25,86266,Part-time,843,0,378645,Car,Rejected,0.39,6.18,48,Low
a7bf2f1b,20,96534,Self-employed,696,2,117870,Personal,Rejected,0.59,10.46,60,Low
337fa715,65,26481,Full-time,601,2,139166,Education,Rejected,0.32,8.13,48,Low
f3be7785,60,22656,Unemployed,578,3,399848,Business,Rejected,0.39,10.7,12,Low
fc562554,37,45945,Part-time,527,5,138333,Car,Pending,0.15,10.17,120,High
1314aa35,19,135249,Part-time,416,4,493884,Car,Approved,0.75,8.52,360,High
85237671,20,142553,Unemployed,570,5,154690,Car,Approved,0.25,7.55,24,Low
b3c0c42d,60,26509,Part-time,301,2,142366,Car,Approved,0.15,11.45,120,Low
5f2ab061,42,28067,Full-time,850,0,108767,Personal,Approved,0.12,8.32,12,Medium
d5307383,64,38196,Self-employed,427,5,422113,Business,Rejected,0.65,3.19,60,Medium
358cc4d3,52,120435,Self-employed,818,3,68493,Car,Pending,0.65,3.72,60,Medium
a3b6fee7,57,111131,Part-time,506,1,283624,Education,Approved,0.17,6.94,12,Low
40ffce2d,35,93246,Unemployed,745,0,443339,Personal,Approved,0.45,6.45,360,Medium
07d51648,55,77145,Unemployed,578,1,318935,Business,Approved,0.4,5.74,24,Medium
fa800d73,69,63469,Part-time,680,4,222435,Home,Approved,0.72,4.27,48,Low
e9c3a634,23,118464,Self-employed,484,5,459389,Business,Rejected,0.15,5.74,12,Low
c635ab8b,59,99730,Part-time,572,1,201371,Education,Pending,0.74,12.73,60,Medium
0d5a97b7,28,45332,Full-time,458,2,101389,Home,Approved,0.75,7.52,120,Medium
d5d94971,58,45097,Part-time,655,2,482302,Business,Pending,0.24,3.23,240,Low
9e94e553,36,23314,Part-time,570,2,308648,Car,Approved,0.29,3.28,240,Medium
c9e31ad0,25,42732,Full-time,365,3,121316,Education,Rejected,0.47,3.12,120,Low
92a0e162,51,50307,Part-time,633,3,479920,Business,Approved,0.35,8.7,48,High
29fe4752,49,132919,Full-time,361,0,371300,Education,Approved,0.15,3.28,180,High
c76efa98,20,36827,Self-employed,738,5,79650,Home,Pending,0.16,8.96,180,Low
ceac2682,37,122948,Unemployed,474,2,227139,Car,Pending,0.29,7.83,60,Low
9041f281,29,91281,Unemployed,473,2,190485,Personal,Approved,0.23,9.67,48,Low
94ae8f2c,70,80704,Unemployed,663,4,413039,Personal,Approved,0.37,7.96,36,Low
6c712e4c,57,95084,Part-time,776,0,87056,Home,Approved,0.23,5.29,48,Low
97fd0168,37,29157,Unemployed,360,1,83672,Car,Approved,0.26,7.19,24,Medium
8cfeb918,26,143765,Full-time,351,3,471354,Business,Approved,0.38,5.89,24,Medium
36cf4e09,28,35938,Part-time,822,0,146051,Car,Approved,0.34,2.79,360,High
2678b9ef,39,92473,Full-time,527,0,347764,Personal,Pending,0.57,11.29,60,Low
6363a19a,61,51084,Part-time,445,2,155862,Personal,Rejected,0.13,6.62,48,Medium
af34c2fc,65,130493,Self-employed,326,2,183112,Home,Rejected,0.54,10.29,48,Medium
15ea5576,18,27993,Unemployed,323,0,398867,Education,Pending,0.62,7.1,360,High
dbd356b2,38,82213,Full-time,597,4,352995,Car,Rejected,0.4,10.4,60,Low
e22c08cc,51,121128,Full-time,407,0,222979,Car,Approved,0.14,5.55,180,Low
4fbaf3ef,68,113872,Part-time,708,0,103003,Education,Rejected,0.75,3.02,120,High
e2bdc7c0,40,30573,Full-time,607,4,221343,Home,Rejected,0.12,5.49,60,High
1a973e46,18,28347,Unemployed,650,1,383729,Car,Approved,0.4,3.89,60,High
6d9fdf90,50,96996,Self-employed,403,2,325585,Home,Pending,0.54,7.24,360,Medium
2547c160,31,90298,Full-time,577,5,494554,Car,Rejected,0.36,7.59,24,Medium
58df5f57,40,71543,Full-time,313,3,13665,Education,Approved,0.6,7.89,24,Medium
723e9b3f,22,134150,Full-time,560,2,421221,Education,Rejected,0.56,12.95,360,Medium
b4f53f36,41,87803,Unemployed,667,5,408479,Education,Approved,0.33,13.08,120,Low
9637bc02,24,22882,Unemployed,824,5,453083,Car,Approved,0.66,12.55,360,Medium
91f6640a,40,56669,Self-employed,459,4,271592,Education,Rejected,0.12,8.74,360,High
62b72d58,67,87991,Full-time,635,3,289161,Business,Approved,0.19,11.46,48,Medium
d5b58a56,36,95092,Unemployed,629,2,248703,Home,Approved,0.56,11.36,360,Medium
ea45e75e,47,67253,Full-time,412,4,485534,Education,Approved,0.53,11.23,24,High
8c2d7b20,41,35057,Unemployed,497,1,218741,Home,Approved,0.3,13.86,24,Low
766efbda,44,144736,Unemployed,370,3,241429,Home,Approved,0.73,13.81,48,High
7b79fa16,54,55837,Part-time,593,4,79860,Business,Rejected,0.54,12.57,360,Low
6a2babd4,60,131427,Full-time,572,2,478935,Home,Approved,0.41,11.36,24,Low
6ce95591,59,87312,Part-time,765,4,277880,Car,Approved,0.33,6.09,60,Low
83343c5a,55,138222,Self-employed,849,2,375640,Home,Approved,0.26,5.28,60,Medium
46a8710d,31,60207,Unemployed,307,2,113984,Education,Rejected,0.44,4.43,36,Low
16abd3cf,51,53995,Part-time,743,1,298329,Home,Approved,0.24,14.34,24,Low
d57172b6,21,59446,Full-time,667,3,332924,Car,Rejected,0.46,13.65,60,Medium
b08c58b6,63,37945,Unemployed,556,2,120992,Education,Approved,0.44,14.05,12,Low
1c390ae9,45,106830,Unemployed,563,3,302213,Car,Approved,0.4,4.02,24,High
ab39b95b,37,130868,Full-time,766,4,454176,Car,Rejected,0.25,12.35,48,High
a5adb6b4,23,31046,Part-time,504,0,112012,Personal,Approved,0.16,12.27,360,Medium
fd5e6713,20,22421,Full-time,581,4,187566,Business,Rejected,0.16,7.65,24,Low
378ff933,54,92553,Part-time,336,1,60777,Home,Approved,0.4,3.46,24,Low
4ea4a9a1,21,51796,Unemployed,342,4,328166,Personal,Approved,0.3,12.58,48,Low
cceeb53e,55,125637,Full-time,370,4,387084,Business,Approved,0.55,12.53,180,Medium
1a612de8,47,67491,Self-employed,386,1,13287,Education,Approved,0.62,3.65,12,Medium
dad411af,28,98735,Part-time,776,1,436353,Car,Pending,0.62,12.72,48,Low
a3e38cee,23,146474,Unemployed,318,0,331644,Personal,Approved,0.39,14.44,36,High
24b1796d,29,115799,Full-time,693,1,246032,Education,Approved,0.44,6.4,48,Low
3b3ac97b,30,62136,Part-time,746,1,41247,Home,Rejected,0.49,9.45,24,Medium
a2fcd666,43,26930,Self-employed,647,1,334332,Home,Rejected,0.11,9.26,120,Medium
6c086f52,68,130656,Unemployed,629,5,61879,Business,Rejected,0.73,10.62,60,Medium
abdeb293,56,98946,Full-time,349,2,393116,Personal,Approved,0.22,14.2,240,Medium
351edfda,25,137114,Unemployed,850,1,348731,Personal,Rejected,0.77,4.57,36,Low
707b814d,41,101255,Unemployed,358,2,33216,Education,Approved,0.28,3.73,36,Low
a52e7f65,36,24022,Part-time,787,0,77136,Home,Rejected,0.54,11.22,60,High
90757cd6,45,123936,Unemployed,660,2,124890,Car,Rejected,0.27,13.13,360,Low
84fafe92,58,96355,Unemployed,582,3,166707,Education,Approved,0.49,2.77,60,Medium
6a14bbee,31,118386,Self-employed,708,4,358206,Home,Approved,0.72,8.37,60,Low
b63d6412,30,128171,Full-time,587,0,366577,Business,Approved,0.55,4.07,180,Medium
96ab5f1b,25,82360,Full-time,611,4,91936,Business,Rejected,0.57,12.19,360,Low
e50facc5,20,135385,Self-employed,751,1,74333,Car,Approved,0.57,14.85,360,High
d5b0bcae,46,86336,Full-time,750,1,128819,Home,Approved,0.52,11.26,12,Low
60180e98,60,134361,Self-employed,388,4,227138,Education,Pending,0.35,12.61,360,Low
1f7583ea,51,108594,Full-time,797,0,415826,Business,Approved,0.68,4.08,12,High
de252032,66,78680,Self-employed,412,1,270664,Personal,Rejected,0.65,11.39,36,Low
1ae7b5ec,18,90805,Part-time,842,2,136931,Business,Pending,0.6,8.13,24,Low
7ff06ecf,66,126979,Full-time,353,4,497942,Personal,Pending,0.31,6.51,120,Medium
926a9007,44,81084,Part-time,563,3,458703,Home,Approved,0.43,10.51,360,Low
7d41fab0,35,138265,Part-time,305,0,191725,Education,Approved,0.2,13.33,120,High
a556e837,61,90735,Part-time,354,5,64831,Car,Approved,0.17,12.51,60,Low
a8dd649d,23,86842,Unemployed,337,2,196053,Home,Approved,0.25,7.22,24,Low
2a675c39,47,86694,Part-time,646,3,313002,Home,Approved,0.46,3.17,60,Medium
a5d9712d,44,142322,Full-time,655,2,263302,Education,Pending,0.68,10.19,120,Medium
0a7b9a09,53,120577,Self-employed,520,3,6750,Education,Approved,0.57,9.61,60,High
2d0d6a9f,38,88409,Part-time,476,4,156651,Home,Approved,0.52,5.63,12,Low
93a0ec7d,51,123575,Self-employed,767,5,39913,Business,Rejected,0.74,5.29,36,Low
831605a6,33,112005,Part-time,765,3,466869,Education,Approved,0.66,7.78,60,Low
8d79b63a,31,55813,Full-time,336,0,319753,Personal,Approved,0.64,6.36,24,Low
4ba0e26f,25,66033,Part-time,530,2,270003,Home,Rejected,0.67,10.97,120,High
7a554823,51,134705,Part-time,660,4,323153,Personal,Pending,0.42,11.49,12,Low
7bee3428,47,59190,Part-time,541,4,472327,Personal,Approved,0.31,8.82,36,Low
0e55fcc9,45,39234,Part-time,758,2,296322,Car,Rejected,0.26,10.55,24,Medium
25ed19c8,46,88643,Unemployed,343,4,478982,Business,Approved,0.78,14.03,12,High
facefe9a,65,58895,Full-time,536,4,295765,Business,Approved,0.56,3.69,60,High
cf2b9f06,53,129777,Self-employed,788,4,149363,Business,Pending,0.26,9.41,12,Low
80a169da,23,97760,Unemployed,690,3,248290,Business,Approved,0.34,4.16,60,Low
b23b838e,28,21804,Unemployed,365,5,301958,Home,Approved,0.66,12.54,360,Medium
bb77fd20,28,126910,Unemployed,465,1,388828,Business,Approved,0.55,14.83,24,High
a53f00c4,55,88781,Unemployed,817,0,420254,Education,Approved,0.22,10.94,360,Low
5866d2e9,62,112697,Self-employed,748,3,194413,Car,Approved,0.46,5.63,180,Low
4decfaff,21,139297,Full-time,564,1,141583,Business,Pending,0.56,11.67,120,Medium
8b7c9d8d,50,128524,Full-time,722,5,88825,Personal,Rejected,0.77,7.01,24,Low
a96f7d95,34,82057,Part-time,428,2,107980,Car,Rejected,0.2,4.19,36,High
1effe7a6,59,83830,Full-time,533,5,446046,Car,Pending,0.8,7.48,48,Medium
9a4161c8,63,34716,Self-employed,772,2,303767,Business,Rejected,0.16,6.07,36,Low
4742b095,58,28271,Part-time,544,5,6134,Personal,Rejected,0.42,5.44,48,Low
58ad3c6a,38,110512,Self-employed,766,2,92277,Education,Approved,0.47,2.84,24,Low
9e2c0801,42,25886,Unemployed,698,3,46351,Business,Approved,0.63,7.72,48,High
c05f4a8f,51,109703,Self-employed,558,0,195523,Car,Approved,0.53,10.99,60,Medium
dc4a7686,38,52512,Part-time,783,1,427906,Home,Approved,0.12,12.37,12,High
a2adeafc,59,117604,Unemployed,437,3,411065,Home,Approved,0.35,13.88,36,Medium
99bcec06,48,106271,Self-employed,746,0,333507,Personal,Rejected,0.23,5.14,180,Medium
507fd1c3,43,138869,Full-time,714,3,318781,Car,Approved,0.11,9.82,240,Medium
