Customer_ID,Age,Gender,Income,Location,Last_Transaction,Frequent_Merchant,Average_Monthly_Spend,Social_Media_Platform,Engagement_Score,Customer_Feedback,Review_Score,Credit_Score,Existing_Loans,Loan_Offer,Food_Expense,Entertainment_Expense,Bills_Expense,Savings_Expense,Fraud_Score,Financial_Advice,Investment_Profile
CUST-5226,32,Male,1271756,Pune,1155,Big Bazaar,51262,Twitter,37,Negative,5,676,0,Home Loan,1355,9102,41036,35108,55,Invest in Mutual Funds,Stocks
CUST-5227,25,Female,1397962,Chennai,9020,Big Bazaar,5686,LinkedIn,50,Neutral,4,834,4,Credit Card Offer,6536,13601,40519,44667,70,Increase Savings,Bonds
CUST-5228,62,Male,531935,Mumbai,7620,DMart,64736,LinkedIn,19,Negative,2,366,3,Car Loan,9161,8066,17289,23156,8,Reduce Spending,Stocks
CUST-5229,50,Male,2476695,Delhi,3741,Myntra,57229,LinkedIn,95,Neutral,5,773,2,Personal Loan,10945,2160,4964,23972,25,Increase Savings,Bonds
CUST-5230,39,Male,469608,Kolkata,2523,DMart,25715,Instagram,30,Neutral,5,396,1,Car Loan,8780,14069,34483,14779,29,Reduce Spending,Bonds
CUST-5231,44,Female,2384588,Bangalore,6903,Big Bazaar,18231,Instagram,73,Negative,3,389,1,Personal Loan,16159,905,15871,33059,57,Consider a Loan,Bonds
CUST-5232,41,Female,2406083,Chennai,3179,DMart,19483,Twitter,3,Negative,3,673,5,Credit Card Offer,809,4884,12255,12567,27,Consider a Loan,Gold
CUST-5233,26,Male,541633,Hyderabad,4052,Amazon,89458,Twitter,97,Positive,1,795,3,Car Loan,4984,11873,2133,20911,20,Consider a Loan,Bonds
CUST-5234,63,Male,2396136,Delhi,7885,DMart,57106,LinkedIn,56,Positive,4,797,3,Credit Card Offer,1291,4183,25369,23887,47,Increase Savings,Gold
CUST-5235,22,Male,2271065,Lucknow,1000,Reliance Digital,20515,Twitter,83,Negative,5,467,2,Home Loan,13392,1405,45115,35238,73,Consider a Loan,Bonds
CUST-5236,61,Male,1078954,Pune,831,Flipkart,41756,Twitter,58,Negative,4,388,2,Personal Loan,19416,11837,25015,10389,36,Consider a Loan,Bonds
CUST-5237,68,Female,2341139,Hyderabad,6094,Amazon,59139,LinkedIn,63,Neutral,1,809,4,Car Loan,6465,7830,20528,46723,72,Increase Savings,Stocks
CUST-5238,59,Male,2380281,Kolkata,1040,Flipkart,86770,Facebook,38,Negative,1,417,5,Credit Card Offer,11033,11168,12418,41140,21,Reduce Spending,Fixed Deposits
CUST-5239,24,Male,1476147,Delhi,4417,DMart,18309,Twitter,49,Positive,3,843,1,Car Loan,11499,13018,39335,9655,93,Invest in Mutual Funds,Bonds
CUST-5240,25,Female,1279509,Mumbai,1159,Amazon,82076,Facebook,63,Negative,1,351,3,Personal Loan,17255,12630,7474,4277,94,Invest in Mutual Funds,Gold
CUST-5241,22,Male,1814337,Mumbai,1433,Big Bazaar,17775,Twitter,31,Negative,5,672,5,Home Loan,2818,12808,35010,2231,59,Consider a Loan,Fixed Deposits
CUST-5242,60,Male,2430256,Chennai,9882,Reliance Digital,33393,Facebook,28,Positive,5,673,4,Car Loan,11212,2753,32104,42499,45,Consider a Loan,Stocks
CUST-5243,68,Female,554243,Pune,5037,DMart,10387,Twitter,61,Negative,5,445,5,Personal Loan,5375,4542,26207,39832,16,Consider a Loan,Gold
CUST-5244,55,Male,1497410,Jaipur,859,DMart,40485,Instagram,58,Positive,4,420,4,Personal Loan,12309,11179,44301,27571,83,Consider a Loan,Bonds
CUST-5245,47,Female,447345,Hyderabad,2403,Myntra,76012,LinkedIn,3,Positive,3,323,3,Home Loan,3522,5243,41609,45201,40,Reduce Spending,Stocks
CUST-5246,69,Female,1667356,Mumbai,577,Myntra,23387,Twitter,19,Negative,1,809,0,Car Loan,10092,2177,3868,44862,34,Invest in Mutual Funds,Gold
CUST-5247,22,Female,547787,Chennai,8189,Flipkart,60630,LinkedIn,98,Positive,5,497,0,Personal Loan,3225,1745,6143,49341,94,Consider a Loan,Stocks
CUST-5248,62,Female,1039169,Mumbai,4624,Reliance Digital,83507,LinkedIn,72,Neutral,3,772,0,Credit Card Offer,12664,9530,16886,11073,45,Reduce Spending,Stocks
CUST-5249,52,Female,845159,Bangalore,3772,Big Bazaar,72369,Twitter,62,Positive,5,785,5,Personal Loan,19436,8749,7594,19072,14,Reduce Spending,Fixed Deposits
CUST-5250,60,Female,1798091,Jaipur,3651,Big Bazaar,77447,Instagram,92,Negative,4,647,1,Personal Loan,9048,2713,17925,46776,26,Invest in Mutual Funds,Stocks
CUST-5251,70,Male,1762719,Lucknow,9984,Reliance Digital,86933,Twitter,90,Neutral,1,445,5,Car Loan,4077,12919,21804,4205,83,Reduce Spending,Fixed Deposits
CUST-5252,24,Female,1029475,Chennai,4985,Myntra,14151,LinkedIn,88,Neutral,3,554,1,Car Loan,4262,11769,10819,40703,24,Reduce Spending,Stocks
CUST-5253,59,Female,2135782,Lucknow,5965,Amazon,8899,Twitter,67,Positive,4,467,3,Car Loan,16725,1503,38096,6862,39,Consider a Loan,Bonds
CUST-5254,24,Female,907243,Ahmedabad,1041,Big Bazaar,45121,Twitter,33,Neutral,1,834,1,Car Loan,14243,573,27759,10696,4,Reduce Spending,Gold
CUST-5255,27,Male,2097764,Jaipur,7146,Big Bazaar,78429,Instagram,44,Positive,1,353,4,Home Loan,13771,5348,5420,43800,45,Increase Savings,Gold
CUST-5256,34,Female,671506,Kolkata,5683,Amazon,55244,Instagram,87,Negative,2,636,1,Personal Loan,18594,7587,5254,6945,27,Consider a Loan,Fixed Deposits
CUST-5257,23,Male,969853,Delhi,3500,Myntra,78118,Facebook,64,Neutral,4,640,0,Personal Loan,13415,6183,3638,11240,65,Invest in Mutual Funds,Gold
CUST-5258,23,Male,1072512,Chennai,400,Reliance Digital,44474,Instagram,68,Positive,2,360,2,Personal Loan,11595,8822,47518,49281,98,Invest in Mutual Funds,Bonds
CUST-5259,34,Female,2449556,Pune,8337,Myntra,32612,Twitter,13,Neutral,2,574,1,Car Loan,8441,8233,46444,28389,37,Reduce Spending,Gold
CUST-5260,46,Male,2206060,Mumbai,3066,Reliance Digital,44093,LinkedIn,14,Neutral,3,434,4,Personal Loan,14572,8640,30270,36088,91,Reduce Spending,Fixed Deposits
CUST-5261,72,Male,1481149,Lucknow,1044,Reliance Digital,25663,LinkedIn,24,Neutral,5,311,2,Personal Loan,10041,1394,41303,26421,22,Consider a Loan,Bonds
CUST-5262,37,Female,751781,Hyderabad,9102,Big Bazaar,98367,LinkedIn,50,Positive,2,500,2,Personal Loan,5160,988,47872,1886,15,Invest in Mutual Funds,Bonds
CUST-5263,21,Female,1383654,Jaipur,4867,DMart,76882,LinkedIn,20,Negative,1,571,4,Home Loan,6488,2950,45393,35305,75,Increase Savings,Gold
CUST-5264,55,Male,1406248,Ahmedabad,1677,Reliance Digital,80908,LinkedIn,94,Neutral,2,346,5,Home Loan,9255,13359,9503,6520,10,Increase Savings,Stocks
CUST-5265,46,Female,1319843,Jaipur,6262,Flipkart,16538,LinkedIn,76,Neutral,1,311,4,Personal Loan,1317,1284,3960,25341,32,Invest in Mutual Funds,Bonds
CUST-5266,42,Female,1339653,Lucknow,5283,Reliance Digital,38032,Instagram,35,Positive,4,687,5,Personal Loan,10651,8019,8876,4013,90,Consider a Loan,Bonds
CUST-5267,56,Male,548732,Lucknow,6471,DMart,74625,Twitter,10,Negative,3,343,4,Home Loan,10129,5571,18301,42714,64,Increase Savings,Fixed Deposits
CUST-5268,19,Female,1336571,Pune,1075,Myntra,66610,Facebook,94,Negative,3,399,5,Personal Loan,2588,7002,8080,40453,33,Increase Savings,Fixed Deposits
CUST-5269,45,Female,1872144,Chennai,7580,Flipkart,63064,Facebook,33,Negative,1,316,5,Home Loan,8928,12540,22044,33507,93,Reduce Spending,Gold
CUST-5270,69,Male,1398764,Bangalore,1212,Big Bazaar,69185,Instagram,17,Positive,2,524,2,Home Loan,19896,7352,24313,36262,0,Invest in Mutual Funds,Gold
CUST-5271,69,Male,2278215,Kolkata,1840,Flipkart,59384,Instagram,20,Positive,3,603,4,Car Loan,19564,13996,2668,47167,27,Reduce Spending,Fixed Deposits
CUST-5272,60,Male,1815247,Chennai,8533,Flipkart,80718,Twitter,58,Positive,1,513,1,Car Loan,14717,8992,43056,9827,74,Increase Savings,Stocks
CUST-5273,63,Female,936034,Pune,8139,Reliance Digital,41791,LinkedIn,43,Negative,4,816,1,Personal Loan,2865,2065,4086,45419,100,Increase Savings,Bonds
CUST-5274,40,Male,684335,Hyderabad,9432,Amazon,10985,Facebook,68,Neutral,4,389,0,Home Loan,6521,10707,24191,21371,6,Reduce Spending,Fixed Deposits
CUST-5275,34,Female,1292417,Delhi,4403,Flipkart,73820,Instagram,31,Positive,3,623,1,Car Loan,1419,8268,39613,49146,67,Consider a Loan,Gold
CUST-5276,18,Female,1554230,Pune,7295,Big Bazaar,77054,Facebook,12,Positive,1,781,5,Credit Card Offer,2458,12797,40602,48357,85,Invest in Mutual Funds,Stocks
CUST-5277,66,Male,1141248,Mumbai,3496,Myntra,49242,Facebook,73,Neutral,4,757,4,Credit Card Offer,12593,10837,47332,10266,92,Reduce Spending,Gold
CUST-5278,34,Male,1586255,Ahmedabad,5815,Myntra,95252,LinkedIn,5,Negative,2,504,5,Personal Loan,11646,5042,21279,17448,50,Reduce Spending,Bonds
CUST-5279,22,Male,446653,Chennai,9125,Reliance Digital,5715,Instagram,53,Negative,1,636,3,Home Loan,2057,3861,31979,26285,16,Increase Savings,Stocks
CUST-5280,41,Male,2166414,Bangalore,9960,DMart,17229,LinkedIn,96,Positive,4,538,2,Car Loan,16284,13944,32305,2216,60,Consider a Loan,Fixed Deposits
CUST-5281,53,Male,655235,Delhi,542,Big Bazaar,6873,Twitter,34,Neutral,4,488,0,Home Loan,16764,12084,11381,44925,30,Reduce Spending,Stocks
CUST-5282,29,Male,1130448,Ahmedabad,5717,Amazon,78776,Facebook,85,Positive,4,634,0,Home Loan,19935,8416,12133,22174,17,Consider a Loan,Gold
CUST-5283,74,Female,828687,Delhi,4949,Amazon,63148,Instagram,45,Neutral,2,590,1,Home Loan,18069,2329,35208,25619,2,Invest in Mutual Funds,Stocks
CUST-5284,56,Male,1822902,Mumbai,2304,Amazon,10059,Instagram,85,Negative,3,849,3,Car Loan,8730,7652,15483,7874,72,Invest in Mutual Funds,Stocks
CUST-5285,23,Male,2065444,Kolkata,3377,Big Bazaar,81325,Instagram,17,Positive,4,438,3,Home Loan,17050,13627,34350,14785,76,Reduce Spending,Fixed Deposits
CUST-5286,66,Female,478476,Mumbai,7888,Reliance Digital,8529,Twitter,18,Neutral,4,482,1,Car Loan,7250,5993,20033,1541,86,Invest in Mutual Funds,Bonds
CUST-5287,27,Female,2339396,Jaipur,7107,Reliance Digital,18324,LinkedIn,88,Neutral,4,420,2,Home Loan,9188,5475,10041,13460,96,Consider a Loan,Bonds
CUST-5288,64,Female,1862699,Lucknow,3412,DMart,11338,Facebook,1,Positive,4,743,1,Car Loan,18831,3100,42652,28349,49,Invest in Mutual Funds,Stocks
CUST-5289,53,Female,2383841,Bangalore,3014,Flipkart,44027,Instagram,81,Negative,3,604,0,Personal Loan,15474,5678,23387,44352,7,Invest in Mutual Funds,Gold
CUST-5290,27,Female,963884,Ahmedabad,9552,Flipkart,80166,Instagram,56,Neutral,5,350,0,Home Loan,7057,8524,17615,3384,70,Reduce Spending,Stocks
CUST-5291,68,Female,1786743,Jaipur,5147,Flipkart,70423,Twitter,55,Negative,1,474,4,Home Loan,1728,5863,21323,7303,29,Consider a Loan,Fixed Deposits
CUST-5292,34,Male,1416393,Mumbai,4997,Big Bazaar,93591,Facebook,31,Neutral,3,410,3,Personal Loan,10525,7092,22932,44234,24,Increase Savings,Stocks
CUST-5293,33,Female,2051229,Kolkata,6574,Big Bazaar,25114,Facebook,4,Neutral,3,525,1,Personal Loan,11140,4646,28104,46881,92,Reduce Spending,Bonds
CUST-5294,18,Male,800588,Bangalore,4062,Flipkart,94528,Twitter,48,Positive,3,631,3,Car Loan,6854,8988,8132,20199,70,Invest in Mutual Funds,Bonds
CUST-5295,41,Female,1725743,Mumbai,9922,Reliance Digital,66363,LinkedIn,20,Negative,1,689,5,Credit Card Offer,4416,14722,39549,12203,40,Invest in Mutual Funds,Gold
CUST-5296,27,Female,2055420,Mumbai,8627,Myntra,97853,LinkedIn,100,Negative,2,475,5,Personal Loan,1127,3471,43783,37102,9,Invest in Mutual Funds,Bonds
CUST-5297,43,Male,2270597,Bangalore,4068,Reliance Digital,80936,Instagram,44,Negative,2,740,3,Personal Loan,19855,3502,11037,16842,75,Reduce Spending,Fixed Deposits
CUST-5298,60,Female,1011799,Delhi,4880,DMart,92699,Instagram,3,Positive,2,468,0,Car Loan,14994,14084,8856,37819,73,Increase Savings,Stocks
CUST-5299,48,Male,600234,Kolkata,1269,Reliance Digital,57063,LinkedIn,87,Neutral,2,726,3,Home Loan,4464,3924,34097,15853,61,Increase Savings,Gold
CUST-5300,36,Male,366080,Kolkata,3357,Big Bazaar,11726,Instagram,55,Positive,1,439,0,Car Loan,16303,2218,1443,16979,31,Consider a Loan,Stocks
CUST-5301,40,Female,712828,Pune,2671,DMart,94119,Instagram,6,Positive,4,371,1,Credit Card Offer,14644,4202,41227,23012,73,Reduce Spending,Gold
CUST-5302,45,Male,1493218,Jaipur,4634,Amazon,64875,LinkedIn,96,Neutral,3,720,4,Car Loan,1278,5162,40576,22679,31,Increase Savings,Stocks
CUST-5303,46,Female,2274219,Mumbai,5731,DMart,99328,LinkedIn,99,Neutral,1,731,3,Car Loan,7753,5138,13260,2227,65,Consider a Loan,Fixed Deposits
CUST-5304,30,Female,482511,Mumbai,5669,Amazon,51401,Instagram,74,Positive,2,845,0,Credit Card Offer,11698,8148,5109,41480,57,Consider a Loan,Fixed Deposits
CUST-5305,39,Female,2488481,Jaipur,7102,Big Bazaar,99360,LinkedIn,70,Negative,2,846,0,Home Loan,3416,14850,32222,32467,36,Reduce Spending,Fixed Deposits
CUST-5306,73,Male,2454986,Chennai,8732,Reliance Digital,18064,Facebook,32,Positive,5,643,4,Home Loan,12155,14899,36332,4088,19,Reduce Spending,Gold
CUST-5307,47,Male,1892217,Ahmedabad,1816,Myntra,59316,Twitter,91,Positive,4,321,5,Credit Card Offer,11281,3188,18981,31443,6,Reduce Spending,Fixed Deposits
CUST-5308,71,Male,505047,Chennai,1008,Big Bazaar,43676,Instagram,81,Neutral,3,698,2,Car Loan,2027,14929,30080,44207,13,Consider a Loan,Gold
CUST-5309,72,Female,376296,Bangalore,8612,Reliance Digital,58917,Instagram,43,Negative,3,364,5,Home Loan,15506,13776,16494,2901,19,Invest in Mutual Funds,Bonds
CUST-5310,43,Male,579798,Jaipur,4209,Reliance Digital,31379,Facebook,89,Positive,5,336,0,Home Loan,13698,2036,45966,1984,1,Consider a Loan,Bonds
CUST-5311,53,Male,2143781,Ahmedabad,3595,Myntra,50146,Twitter,53,Positive,2,697,3,Personal Loan,12256,10101,32578,48028,92,Reduce Spending,Stocks
CUST-5312,54,Female,1992066,Lucknow,8787,Big Bazaar,30598,Instagram,63,Negative,1,603,1,Car Loan,1627,12382,17750,33097,46,Invest in Mutual Funds,Bonds
CUST-5313,32,Male,1170387,Mumbai,4984,Myntra,85022,Facebook,2,Positive,2,596,0,Car Loan,14894,12732,12680,8849,39,Increase Savings,Gold
CUST-5314,63,Female,833528,Pune,9792,DMart,24905,Facebook,10,Negative,4,573,1,Personal Loan,14098,4029,17659,14433,16,Consider a Loan,Stocks
CUST-5315,52,Female,1743482,Kolkata,1492,Amazon,47321,Instagram,77,Positive,5,403,0,Personal Loan,16514,2848,22213,8852,78,Consider a Loan,Stocks
CUST-5316,62,Male,1911477,Lucknow,903,DMart,74217,Instagram,60,Positive,3,685,3,Car Loan,18414,11173,25577,45522,92,Increase Savings,Fixed Deposits
CUST-5317,70,Female,1946996,Lucknow,1667,Amazon,45671,Twitter,47,Neutral,1,781,0,Car Loan,9987,6418,45066,31058,64,Increase Savings,Stocks
CUST-5318,65,Male,1675356,Chennai,666,Myntra,97758,Facebook,17,Negative,3,481,1,Home Loan,8755,5265,48127,45628,89,Invest in Mutual Funds,Bonds
CUST-5319,28,Female,1550312,Ahmedabad,9360,Big Bazaar,35699,LinkedIn,86,Positive,2,409,2,Home Loan,5891,4931,46684,15165,95,Reduce Spending,Fixed Deposits
CUST-5320,18,Female,2021090,Hyderabad,4948,DMart,68401,Twitter,71,Neutral,4,418,4,Car Loan,4956,14684,1941,46387,33,Invest in Mutual Funds,Stocks
CUST-5321,33,Female,1696357,Ahmedabad,7307,Amazon,25264,LinkedIn,98,Negative,3,585,5,Home Loan,2276,8987,32039,33649,19,Increase Savings,Fixed Deposits
CUST-5322,56,Male,1156752,Ahmedabad,5920,Reliance Digital,35967,LinkedIn,33,Positive,4,464,1,Personal Loan,15847,7669,19314,6472,26,Increase Savings,Stocks
CUST-5323,23,Female,1022811,Hyderabad,4720,Flipkart,65120,LinkedIn,29,Positive,3,667,1,Home Loan,18964,6579,17250,30722,28,Increase Savings,Gold
CUST-5324,59,Male,532725,Lucknow,4942,DMart,34591,LinkedIn,93,Positive,4,434,0,Personal Loan,15403,5288,39681,38970,2,Increase Savings,Fixed Deposits
CUST-5325,47,Male,1865923,Mumbai,858,Myntra,9435,Facebook,32,Neutral,2,681,5,Credit Card Offer,18247,8874,36789,40036,53,Invest in Mutual Funds,Stocks
CUST-5326,55,Male,2314296,Ahmedabad,3269,Myntra,16606,Instagram,95,Neutral,5,406,5,Car Loan,3112,5191,46016,48888,90,Increase Savings,Gold
CUST-5327,56,Male,1961515,Ahmedabad,251,Myntra,35297,Twitter,29,Positive,3,556,2,Credit Card Offer,17239,13864,4052,26897,47,Reduce Spending,Gold
CUST-5328,35,Female,1267659,Bangalore,4909,Myntra,10063,LinkedIn,25,Negative,3,384,3,Credit Card Offer,14186,576,7683,2862,60,Reduce Spending,Stocks
CUST-5329,72,Female,2174737,Ahmedabad,3499,Myntra,35050,Instagram,44,Positive,1,326,4,Personal Loan,10563,13808,27866,2853,11,Reduce Spending,Gold
CUST-5330,51,Female,1581792,Ahmedabad,3367,Reliance Digital,93867,Instagram,51,Negative,2,657,0,Car Loan,12104,5887,28990,37587,78,Reduce Spending,Gold
CUST-5331,60,Female,2497934,Bangalore,7937,Reliance Digital,86305,LinkedIn,98,Positive,4,567,3,Credit Card Offer,12785,7687,43665,2293,65,Reduce Spending,Fixed Deposits
CUST-5332,29,Female,2035377,Hyderabad,1283,Flipkart,21867,LinkedIn,3,Neutral,3,760,3,Car Loan,13154,11825,24961,31290,42,Consider a Loan,Bonds
CUST-5333,22,Female,543403,Ahmedabad,3247,Flipkart,31741,LinkedIn,12,Neutral,1,418,3,Car Loan,2287,3465,7338,4287,56,Increase Savings,Gold
CUST-5334,19,Male,1644051,Mumbai,8605,Big Bazaar,70907,Facebook,61,Negative,5,602,2,Personal Loan,3629,10617,19432,26850,9,Increase Savings,Gold
CUST-5335,71,Female,1947015,Jaipur,4796,Flipkart,81691,Instagram,69,Negative,4,586,2,Home Loan,3735,6828,19959,30537,26,Invest in Mutual Funds,Stocks
CUST-5336,70,Male,301045,Kolkata,2506,Reliance Digital,50557,Twitter,96,Neutral,1,696,5,Home Loan,17428,2701,10292,46420,83,Invest in Mutual Funds,Fixed Deposits
CUST-5337,31,Male,1649654,Chennai,654,Big Bazaar,50011,Facebook,93,Neutral,2,546,4,Credit Card Offer,6322,13773,40562,15712,18,Invest in Mutual Funds,Stocks
CUST-5338,61,Male,1203680,Kolkata,5953,DMart,53160,Facebook,94,Positive,2,410,0,Personal Loan,1769,3527,27035,12847,69,Invest in Mutual Funds,Gold
CUST-5339,34,Male,1270404,Ahmedabad,3669,Reliance Digital,74401,Twitter,61,Negative,4,394,5,Home Loan,15782,4574,41276,4246,35,Reduce Spending,Fixed Deposits
CUST-5340,65,Male,598057,Lucknow,6456,DMart,42601,Twitter,75,Neutral,2,833,0,Home Loan,19322,12776,30715,10157,73,Reduce Spending,Stocks
CUST-5341,49,Male,884477,Mumbai,7854,Flipkart,12767,Instagram,16,Neutral,5,699,3,Car Loan,11887,8421,20905,38218,75,Invest in Mutual Funds,Fixed Deposits
CUST-5342,52,Male,1016302,Mumbai,8131,DMart,21936,Facebook,29,Neutral,4,329,1,Home Loan,2759,7856,9156,3534,73,Invest in Mutual Funds,Fixed Deposits
CUST-5343,41,Female,2484873,Jaipur,1947,Reliance Digital,36596,Twitter,49,Negative,5,850,1,Personal Loan,10659,6484,20646,15816,41,Invest in Mutual Funds,Gold
CUST-5344,74,Female,1527422,Ahmedabad,6909,Reliance Digital,58895,Twitter,82,Positive,1,364,5,Car Loan,19307,8110,13489,33359,97,Consider a Loan,Fixed Deposits
CUST-5345,23,Female,2125470,Bangalore,5043,Amazon,63892,Twitter,7,Neutral,1,493,2,Credit Card Offer,4496,8624,30269,4788,39,Invest in Mutual Funds,Stocks
CUST-5346,63,Female,1417531,Lucknow,6735,Reliance Digital,60021,Facebook,41,Negative,2,627,3,Car Loan,1011,10284,27044,29757,66,Reduce Spending,Fixed Deposits
CUST-5347,24,Female,1812724,Kolkata,8779,DMart,87039,Facebook,47,Positive,5,791,4,Home Loan,16639,7229,6491,10619,46,Invest in Mutual Funds,Stocks
CUST-5348,39,Male,1233707,Pune,5973,Big Bazaar,27517,Facebook,40,Neutral,4,564,0,Credit Card Offer,1237,7590,44876,3677,40,Increase Savings,Stocks
CUST-5349,21,Male,1395795,Hyderabad,9962,Myntra,42441,Facebook,84,Neutral,1,626,0,Home Loan,14863,1945,38572,14373,17,Invest in Mutual Funds,Bonds
CUST-5350,38,Male,830995,Jaipur,5703,DMart,15964,Twitter,42,Positive,5,619,4,Home Loan,9034,5705,41429,10630,61,Invest in Mutual Funds,Stocks
CUST-5351,39,Male,2409546,Mumbai,7505,Amazon,14676,Instagram,26,Neutral,3,639,3,Car Loan,16081,7696,32180,31517,6,Reduce Spending,Fixed Deposits
CUST-5352,62,Male,1737811,Hyderabad,9264,DMart,31408,Instagram,88,Positive,3,547,0,Home Loan,525,12994,6499,11535,31,Consider a Loan,Fixed Deposits
CUST-5353,68,Male,2067868,Delhi,4595,Amazon,36129,Facebook,18,Negative,2,446,4,Home Loan,825,3950,35071,22756,60,Consider a Loan,Bonds
CUST-5354,67,Female,1433556,Hyderabad,5339,Flipkart,20901,Twitter,22,Neutral,4,491,3,Car Loan,9439,4415,26002,39507,15,Increase Savings,Stocks
CUST-5355,36,Female,1722479,Ahmedabad,770,Flipkart,18970,LinkedIn,41,Negative,2,472,3,Car Loan,9465,13155,1737,22760,17,Increase Savings,Fixed Deposits
CUST-5356,30,Male,1595678,Kolkata,2886,Amazon,40080,Twitter,65,Neutral,2,582,5,Home Loan,19223,9660,8237,13566,11,Consider a Loan,Bonds
CUST-5357,29,Male,843027,Bangalore,2197,Flipkart,11956,Twitter,20,Neutral,4,694,1,Car Loan,12575,8409,22484,6221,26,Invest in Mutual Funds,Bonds
CUST-5358,39,Female,2118704,Delhi,883,Amazon,14744,Twitter,83,Neutral,4,593,3,Home Loan,15943,4432,39345,34691,2,Increase Savings,Bonds
CUST-5359,71,Female,897324,Pune,7202,Amazon,91438,Twitter,74,Positive,1,443,3,Credit Card Offer,2264,10835,48179,20127,65,Invest in Mutual Funds,Gold
CUST-5360,40,Female,569902,Chennai,2521,Amazon,86082,Twitter,10,Negative,5,498,1,Car Loan,10200,6748,41348,46223,93,Consider a Loan,Bonds
CUST-5361,44,Male,2088360,Bangalore,4662,Myntra,20674,LinkedIn,1,Neutral,5,471,3,Personal Loan,3418,6134,35447,43345,1,Reduce Spending,Fixed Deposits
CUST-5362,66,Male,1050831,Chennai,3226,Big Bazaar,83127,LinkedIn,13,Neutral,1,769,0,Home Loan,18190,14676,37948,48722,85,Invest in Mutual Funds,Stocks
CUST-5363,24,Male,2025286,Pune,8035,Amazon,67099,Instagram,100,Neutral,4,495,3,Personal Loan,8897,13246,24053,20417,45,Invest in Mutual Funds,Gold
CUST-5364,75,Male,422487,Pune,696,Big Bazaar,58592,Facebook,51,Neutral,2,794,2,Home Loan,6917,13454,28061,32174,72,Increase Savings,Bonds
CUST-5365,18,Female,1405683,Lucknow,9453,Amazon,92565,Instagram,95,Positive,3,747,0,Personal Loan,9670,7288,46579,19434,38,Increase Savings,Bonds
CUST-5366,61,Male,933300,Delhi,3179,Flipkart,21448,Facebook,81,Neutral,5,669,4,Car Loan,12560,12802,35085,35424,65,Increase Savings,Bonds
CUST-5367,70,Male,1307643,Chennai,2388,Amazon,92650,LinkedIn,20,Neutral,4,370,3,Home Loan,18469,6741,43803,23588,8,Invest in Mutual Funds,Fixed Deposits
CUST-5368,40,Male,992308,Hyderabad,3144,Reliance Digital,75552,LinkedIn,36,Neutral,5,360,1,Car Loan,17674,1100,36066,49779,85,Reduce Spending,Gold
CUST-5369,39,Male,1482016,Mumbai,6280,Myntra,43456,Instagram,71,Positive,2,456,3,Home Loan,15572,9124,42619,3267,13,Consider a Loan,Bonds
CUST-5370,49,Male,543983,Jaipur,6310,Flipkart,20460,Twitter,21,Positive,4,595,0,Credit Card Offer,12573,1573,27292,31849,50,Invest in Mutual Funds,Bonds
CUST-5371,44,Female,1787467,Delhi,8490,Flipkart,93278,Twitter,76,Negative,1,402,1,Personal Loan,12789,3277,33210,25102,67,Invest in Mutual Funds,Fixed Deposits
CUST-5372,26,Male,2363836,Ahmedabad,892,Flipkart,37721,Facebook,84,Positive,5,539,0,Home Loan,14213,1382,11108,33662,0,Increase Savings,Bonds
CUST-5373,42,Female,2391582,Lucknow,6184,Myntra,88171,Instagram,13,Positive,3,758,1,Credit Card Offer,15173,6617,41792,1954,50,Reduce Spending,Fixed Deposits
CUST-5374,37,Male,1168904,Mumbai,7488,Amazon,48644,Instagram,56,Negative,1,503,2,Home Loan,2836,11006,49424,27095,72,Increase Savings,Gold
CUST-5375,19,Male,1745238,Lucknow,3689,DMart,65747,Instagram,91,Positive,1,562,3,Credit Card Offer,16892,14079,41735,18987,96,Invest in Mutual Funds,Fixed Deposits
CUST-5376,22,Female,1439675,Kolkata,1554,Myntra,13287,Twitter,98,Neutral,4,425,4,Home Loan,7188,963,44021,28175,77,Invest in Mutual Funds,Fixed Deposits
CUST-5377,46,Female,1990166,Lucknow,1915,Amazon,94417,LinkedIn,34,Neutral,3,445,5,Personal Loan,12017,8336,39315,23870,21,Increase Savings,Bonds
CUST-5378,40,Male,647435,Lucknow,3377,DMart,21927,Twitter,75,Negative,2,716,3,Personal Loan,3196,11674,46945,6139,21,Reduce Spending,Stocks
CUST-5379,67,Male,1112016,Jaipur,8495,Flipkart,96343,Facebook,11,Positive,1,663,5,Personal Loan,16207,6955,47772,6684,85,Increase Savings,Gold
CUST-5380,65,Female,1943704,Hyderabad,8975,Flipkart,33518,Facebook,32,Positive,5,399,5,Personal Loan,19441,10286,10012,10699,48,Increase Savings,Bonds
CUST-5381,66,Male,1930594,Jaipur,1702,Myntra,55304,Instagram,52,Neutral,1,487,3,Home Loan,13597,1119,28701,6520,64,Reduce Spending,Bonds
CUST-5382,20,Male,2082417,Mumbai,8910,Reliance Digital,91700,Facebook,1,Neutral,4,472,4,Home Loan,15578,10403,49417,9934,56,Reduce Spending,Gold
CUST-5383,28,Male,1979845,Bangalore,3516,Amazon,99280,Instagram,63,Negative,1,713,5,Credit Card Offer,9616,8637,35684,24869,35,Invest in Mutual Funds,Bonds
CUST-5384,47,Male,347751,Kolkata,7671,Reliance Digital,51494,LinkedIn,88,Positive,1,697,5,Home Loan,8053,1457,37657,12461,6,Increase Savings,Bonds
