business_id,business_name,industry,annual_revenue,annual_expenses,profit_margin,credit_score,loan_amount,risk_category,social_media_presence,customer_sentiment_score
BUS-04485,Business_4485,Retail,723997.12,287076.17,60.35,774,114696.18,Low,4263617,4.15
BUS-04486,Business_4486,Retail,22783016.53,14028649.99,38.42,429,635649.78,High,510768,4.45
BUS-04487,Business_4487,Technology,16326533.13,7999309.81,51.0,599,3884236.29,Medium,1050441,2.54
BUS-04488,Business_4488,Technology,4695941.72,3002613.68,36.06,669,1046408.23,Medium,3929386,4.81
BUS-04489,Business_4489,Finance,1001381.59,213201.68,78.71,718,206010.9,Low,2505656,3.91
BUS-04490,Business_4490,Finance,23135988.64,441851.46,98.09,332,5175418.94,High,89075,2.12
BUS-04491,Business_4491,Technology,43356672.47,12380069.92,71.45,317,12002567.7,High,1680008,4.76
BUS-04492,Business_4492,Real Estate,12221714.23,1953288.67,84.02,707,190037.01,Low,2333843,2.34
BUS-04493,Business_4493,Retail,25811346.16,7779182.11,69.86,600,1234092.91,Medium,1620050,1.94
BUS-04494,Business_4494,Real Estate,12204133.14,3206341.62,73.73,347,726870.55,High,4443773,2.07
BUS-04495,Business_4495,Technology,39300349.25,32345412.36,17.7,393,7859841.36,High,1720273,2.53
BUS-04496,Business_4496,Finance,44221151.67,6563877.36,85.16,541,2648410.81,Medium,4421193,1.03
BUS-04497,Business_4497,Retail,49869681.46,33175970.93,33.47,831,8227989.33,Low,4573244,4.18
BUS-04498,Business_4498,Education,12827210.0,9470704.06,26.17,780,526680.2,Low,1970770,4.49
BUS-04499,Business_4499,Manufacturing,38334128.47,29610322.02,22.76,752,5007433.73,Low,1919875,1.34
BUS-04500,Business_4500,Technology,21485510.04,5312948.62,75.27,639,3150248.6,Medium,3121911,2.89
BUS-04501,Business_4501,Manufacturing,38305381.37,24833262.75,35.17,409,7955299.65,High,4103621,1.41
BUS-04502,Business_4502,Real Estate,17328738.96,10844981.29,37.42,673,4183482.7,Medium,815662,3.44
BUS-04503,Business_4503,Technology,9469391.62,598249.23,93.68,567,975510.34,Medium,3607662,1.16
BUS-04504,Business_4504,Real Estate,47189591.57,7698000.33,83.69,605,3055322.32,Medium,2563451,1.68
BUS-04505,Business_4505,Manufacturing,49276787.99,33516904.71,31.98,846,3164105.62,Low,4443671,1.44
BUS-04506,Business_4506,Education,43584837.19,14670200.33,66.34,688,11190446.72,Medium,4052568,3.92
BUS-04507,Business_4507,Healthcare,11492000.35,9728176.05,15.35,604,2050644.49,Medium,3772327,3.71
BUS-04508,Business_4508,Finance,49042897.42,39499227.31,19.46,397,2045609.83,High,462599,3.39
BUS-04509,Business_4509,Finance,21341443.37,16250421.82,23.86,693,3207890.28,Medium,3677101,3.02
BUS-04510,Business_4510,Technology,14506810.82,10561291.35,27.2,462,3379144.64,High,3284506,2.1
BUS-04511,Business_4511,Real Estate,25523921.35,6647416.19,73.96,666,6644059.53,Medium,1144611,3.69
BUS-04512,Business_4512,Education,28560202.72,20532643.2,28.11,574,6434332.97,Medium,4038600,1.26
BUS-04513,Business_4513,Education,35671891.96,23737120.56,33.46,586,5740379.0,Medium,3270583,4.32
BUS-04514,Business_4514,Education,3807980.92,1385336.15,63.62,411,80.85,High,2334451,2.83
BUS-04515,Business_4515,Finance,5113081.52,3373163.0,34.03,325,701761.29,High,2150445,3.76
BUS-04516,Business_4516,Healthcare,26698027.41,3844961.48,85.6,744,5635878.63,Low,1994209,4.72
BUS-04517,Business_4517,Real Estate,45016799.22,33536713.05,25.5,487,4219304.86,High,1039450,3.25
BUS-04518,Business_4518,Education,1656131.97,854137.55,48.43,400,359377.21,High,1324691,4.05
BUS-04519,Business_4519,Manufacturing,32631527.98,14337297.56,56.06,765,4467711.0,Low,2299354,1.44
BUS-04520,Business_4520,Education,19968673.1,16430491.64,17.72,500,1748750.92,Medium,2356845,2.16
BUS-04521,Business_4521,Finance,29458579.19,23527780.27,20.13,490,189001.22,High,2914282,1.44
BUS-04522,Business_4522,Real Estate,27538188.76,16379433.4,40.52,383,3763963.41,High,3687615,3.92
BUS-04523,Business_4523,Retail,18145057.92,6201926.92,65.82,380,3234831.0,High,3736483,4.0
BUS-04524,Business_4524,Technology,2055000.29,332574.1,83.82,381,199102.79,High,3730561,2.68
BUS-04525,Business_4525,Healthcare,32340896.37,20286727.51,37.27,320,2414711.6,High,1847791,4.97
BUS-04526,Business_4526,Technology,47164180.73,5970145.55,87.34,845,5897693.17,Low,1354973,3.07
BUS-04527,Business_4527,Retail,33148357.42,29306774.61,11.59,726,7485621.11,Low,487663,2.74
BUS-04528,Business_4528,Healthcare,13975919.16,9808716.39,29.82,550,728137.52,Medium,3655903,2.22
BUS-04529,Business_4529,Technology,6588324.59,2373596.1,63.97,629,94838.97,Medium,25885,1.57
BUS-04530,Business_4530,Finance,46263276.15,12568502.9,72.83,402,7945099.7,High,4310480,1.32
BUS-04531,Business_4531,Technology,39815293.33,17406271.89,56.28,676,5740716.3,Medium,2609441,1.53
BUS-04532,Business_4532,Finance,29562533.73,10698886.45,63.81,703,3633795.45,Low,2436333,2.04
BUS-04533,Business_4533,Real Estate,16731083.97,1362867.54,91.85,756,1988340.92,Low,4978678,4.1
BUS-04534,Business_4534,Manufacturing,39104884.22,23493164.12,39.92,690,2097932.15,Medium,3793496,3.27
BUS-04535,Business_4535,Retail,25851460.92,718279.4,97.22,711,6949555.47,Low,4647641,4.99
BUS-04536,Business_4536,Technology,45828276.09,25120249.89,45.19,574,13157824.26,Medium,2897461,2.09
BUS-04537,Business_4537,Education,41650872.69,26320908.64,36.81,358,8145878.83,High,2986481,4.24
BUS-04538,Business_4538,Education,28054907.1,5544464.75,80.24,803,807224.97,Low,2198718,2.15
BUS-04539,Business_4539,Finance,36292597.12,21494413.6,40.77,542,310885.2,Medium,4039352,4.8
BUS-04540,Business_4540,Technology,47619411.25,13408100.34,71.84,831,5680306.56,Low,1152976,1.08
BUS-04541,Business_4541,Finance,44688727.12,18083832.67,59.53,742,4914444.58,Low,2153983,1.73
BUS-04542,Business_4542,Healthcare,7046760.28,3039516.33,56.87,677,1709068.47,Medium,4451190,1.64
BUS-04543,Business_4543,Real Estate,20620114.08,10009520.67,51.46,344,3476392.56,High,287776,2.8
BUS-04544,Business_4544,Retail,45720327.46,30315769.3,33.69,760,84269.94,Low,2244443,1.64
BUS-04545,Business_4545,Retail,16146219.9,12621377.22,21.83,393,2365059.68,High,1440520,4.56
BUS-04546,Business_4546,Retail,21805556.61,17478695.86,19.84,809,1590052.17,Low,3382404,3.43
BUS-04547,Business_4547,Finance,23073453.73,12830522.6,44.39,367,3489409.48,High,3714574,2.92
BUS-04548,Business_4548,Education,25587896.27,19030562.39,25.63,818,2157907.69,Low,2721399,1.2
BUS-04549,Business_4549,Retail,40048340.37,11457182.41,71.39,502,1944548.94,Medium,4392535,1.63
BUS-04550,Business_4550,Real Estate,43922381.45,670030.05,98.47,663,2367380.21,Medium,1563382,1.27
BUS-04551,Business_4551,Technology,10014208.9,7215628.89,27.95,410,963038.01,High,4617704,3.33
BUS-04552,Business_4552,Education,44162433.6,24290952.03,45.0,319,9086921.44,High,3187945,1.87
BUS-04553,Business_4553,Healthcare,38106468.41,9732716.06,74.46,336,3926054.07,High,3281999,2.13
BUS-04554,Business_4554,Healthcare,32851749.98,17022296.6,48.18,423,7658797.79,High,273234,4.76
BUS-04555,Business_4555,Retail,27900488.28,3532833.96,87.34,717,62338.93,Low,4932545,4.72
BUS-04556,Business_4556,Education,30663164.67,21164671.55,30.98,802,6906724.72,Low,1861321,2.83
BUS-04557,Business_4557,Retail,43836651.11,12636822.56,71.17,523,7530226.9,Medium,4408652,3.97
BUS-04558,Business_4558,Education,47461284.32,41692483.16,12.15,398,11013265.23,High,4672788,1.27
BUS-04559,Business_4559,Technology,38054551.7,9513916.47,75.0,793,8159230.07,Low,1423888,2.87
BUS-04560,Business_4560,Finance,37405531.64,10754839.47,71.25,547,1269965.63,Medium,467561,2.55
BUS-04561,Business_4561,Technology,35510296.01,3037531.51,91.45,817,211272.6,Low,3776290,4.14
BUS-04562,Business_4562,Finance,47979682.24,12931414.99,73.05,334,6294981.67,High,4735871,3.71
BUS-04563,Business_4563,Healthcare,33644678.2,5524434.36,83.58,788,581297.86,Low,674844,1.33
BUS-04564,Business_4564,Retail,46784087.49,5447611.56,88.36,605,3888846.54,Medium,3308919,3.77
BUS-04565,Business_4565,Education,35666524.69,11199320.9,68.6,364,10285799.21,High,954836,3.75
BUS-04566,Business_4566,Real Estate,41519040.09,24250022.26,41.59,417,5573907.53,High,3136537,1.04
BUS-04567,Business_4567,Healthcare,30062534.45,2386697.79,92.06,729,6200610.41,Low,2219522,2.23
BUS-04568,Business_4568,Manufacturing,38894278.66,18329487.76,52.87,337,1911141.28,High,1981044,1.29
BUS-04569,Business_4569,Real Estate,39794960.27,27619132.09,30.6,486,7180941.39,High,582381,4.32
BUS-04570,Business_4570,Education,17026813.21,7253934.49,57.4,427,3727348.95,High,1314963,4.97
BUS-04571,Business_4571,Technology,47936964.48,15294619.7,68.09,783,12048410.36,Low,4696220,1.42
BUS-04572,Business_4572,Manufacturing,27824825.44,2716214.18,90.24,623,6255891.3,Medium,924302,4.72
BUS-04573,Business_4573,Real Estate,10543383.09,4437349.45,57.91,785,637677.35,Low,2462085,1.98
BUS-04574,Business_4574,Technology,7300808.7,2808091.49,61.54,832,1677341.59,Low,1384271,1.79
BUS-04575,Business_4575,Healthcare,40708279.08,34027368.33,16.41,796,9202578.34,Low,1423744,2.12
BUS-04576,Business_4576,Education,35748641.98,23124265.4,35.31,471,6816746.1,High,4314897,1.83
BUS-04577,Business_4577,Retail,12808514.26,10973098.61,14.33,543,347368.78,Medium,4839972,2.77
BUS-04578,Business_4578,Education,27935179.8,4259826.48,84.75,637,1115946.43,Medium,4459157,3.57
BUS-04579,Business_4579,Finance,22344739.06,7271847.2,67.46,805,4926818.16,Low,2696501,2.39
BUS-04580,Business_4580,Education,45469158.56,39954734.79,12.13,734,1300067.01,Low,939787,2.81
BUS-04581,Business_4581,Manufacturing,45375059.65,1537820.17,96.61,416,4669177.82,High,4845701,1.83
BUS-04582,Business_4582,Technology,38978683.72,11133952.77,71.44,816,10504053.38,Low,2591565,1.19
BUS-04583,Business_4583,Manufacturing,20551585.89,17692725.27,13.91,386,5842732.25,High,3932510,4.53
BUS-04584,Business_4584,Finance,34960097.62,15940254.14,54.4,352,8080047.71,High,2736716,1.42
BUS-04585,Business_4585,Finance,34003422.96,27018171.25,20.54,340,6377463.06,High,1148764,3.95
BUS-04586,Business_4586,Manufacturing,24041335.96,8402255.67,65.05,546,1164974.32,Medium,1634395,1.25
BUS-04587,Business_4587,Retail,807367.25,505847.52,37.35,436,45480.04,High,2521387,2.02
BUS-04588,Business_4588,Healthcare,38874203.4,17437409.62,55.14,498,4590996.39,High,2503934,3.61
BUS-04589,Business_4589,Education,23948932.8,14047001.22,41.35,407,3572636.47,High,1356513,1.03
BUS-04590,Business_4590,Education,46623467.01,36034880.29,22.71,592,6495422.23,Medium,2038579,1.47
BUS-04591,Business_4591,Education,12739308.1,7667690.18,39.81,767,2134563.95,Low,363796,1.22
BUS-04592,Business_4592,Finance,10099798.42,3544794.43,64.9,561,1558801.12,Medium,4037631,3.99
BUS-04593,Business_4593,Healthcare,31988430.86,20962287.68,34.47,686,6640460.57,Medium,2668675,2.81
BUS-04594,Business_4594,Technology,4132069.1,2443769.61,40.86,632,299957.63,Medium,1439215,3.87
BUS-04595,Business_4595,Technology,30625644.59,24741657.06,19.21,483,2588224.36,High,4298559,2.04
BUS-04596,Business_4596,Real Estate,40142774.33,28220327.92,29.7,397,3345979.04,High,3777142,3.38
BUS-04597,Business_4597,Manufacturing,11965154.15,6198740.8,48.19,487,1275622.31,High,15577,1.56
BUS-04598,Business_4598,Healthcare,36084042.61,6904754.69,80.86,488,7578662.39,High,2698556,3.18
BUS-04599,Business_4599,Manufacturing,48077326.64,19286615.59,59.88,443,13817067.66,High,3646412,4.27
BUS-04600,Business_4600,Healthcare,33078976.78,12366401.47,62.62,499,1762119.17,High,3472221,4.29
BUS-04601,Business_4601,Finance,12398893.69,8926978.05,28.0,603,3157043.96,Medium,4262761,4.32
BUS-04602,Business_4602,Real Estate,41774982.54,25638407.14,38.63,717,11254363.71,Low,3086243,3.99
BUS-04603,Business_4603,Technology,20462298.08,9127558.72,55.39,359,850450.37,High,4305921,1.72
BUS-04604,Business_4604,Retail,13066467.5,2854897.6,78.15,404,1239554.75,High,987849,4.57
BUS-04605,Business_4605,Real Estate,33244939.22,8491310.14,74.46,665,2543012.83,Medium,2002924,4.64
BUS-04606,Business_4606,Retail,29506757.51,20657782.02,29.99,742,8572673.2,Low,2374134,2.1
BUS-04607,Business_4607,Education,9987542.79,8215574.72,17.74,783,2549711.55,Low,3339073,2.02
BUS-04608,Business_4608,Finance,24683912.7,15035129.61,39.09,654,3294881.56,Medium,2248029,2.57
BUS-04609,Business_4609,Technology,6009201.02,2231775.84,62.86,361,556856.33,High,1355516,2.06
BUS-04610,Business_4610,Healthcare,5618190.24,362363.3,93.55,729,505394.08,Low,4515206,2.94
BUS-04611,Business_4611,Technology,11820351.31,7079531.2,40.11,674,787994.75,Medium,3678844,3.56
BUS-04612,Business_4612,Manufacturing,30272799.08,17443789.06,42.38,837,1347244.65,Low,410464,4.36
BUS-04613,Business_4613,Healthcare,46696451.42,7169588.47,84.65,840,11524954.99,Low,2314482,4.63
BUS-04614,Business_4614,Technology,48982589.2,34602791.68,29.36,675,13197928.68,Medium,1804838,2.78
BUS-04615,Business_4615,Manufacturing,4191208.7,879402.43,79.02,460,138678.59,High,4396360,3.76
BUS-04616,Business_4616,Real Estate,48444321.23,31070591.4,35.86,808,10198613.57,Low,3400305,2.46
BUS-04617,Business_4617,Manufacturing,3126123.3,2743085.42,12.25,520,314011.56,Medium,1692318,4.65
BUS-04618,Business_4618,Real Estate,4393582.95,2596976.9,40.89,489,593479.74,High,365062,1.26
BUS-04619,Business_4619,Technology,42471075.83,9288613.46,78.13,523,7917576.18,Medium,1414955,1.98
BUS-04620,Business_4620,Education,17067563.5,11624994.0,31.89,776,2376034.36,Low,4414047,2.17
BUS-04621,Business_4621,Manufacturing,16031425.35,4519425.43,71.81,787,4579472.31,Low,4482588,3.71
BUS-04622,Business_4622,Retail,34552258.22,13098418.76,62.09,717,886823.83,Low,1980709,2.73
BUS-04623,Business_4623,Manufacturing,38660242.8,11973462.43,69.03,366,1650307.26,High,1382065,3.28
BUS-04624,Business_4624,Manufacturing,24894930.97,21879221.55,12.11,495,2168332.99,High,1104628,2.95
BUS-04625,Business_4625,Healthcare,35249734.31,21476364.59,39.07,657,9125710.46,Medium,876007,2.16
BUS-04626,Business_4626,Healthcare,46767349.49,16796294.21,64.09,341,654827.22,High,931455,1.24
BUS-04627,Business_4627,Education,20073563.7,10839947.0,46.0,389,3790065.87,High,1704035,2.26
BUS-04628,Business_4628,Technology,22019588.74,19799205.32,10.08,338,3780580.79,High,216946,3.96
BUS-04629,Business_4629,Technology,5047844.79,2638689.0,47.73,402,1411323.37,High,2963050,4.55
BUS-04630,Business_4630,Technology,13687346.6,6601334.26,51.77,848,1547626.47,Low,1574378,2.1
BUS-04631,Business_4631,Education,36467638.34,7500458.19,79.43,740,8201012.29,Low,4978818,1.45
BUS-04632,Business_4632,Retail,3598468.84,516735.13,85.64,550,548645.03,Medium,4277865,3.87
BUS-04633,Business_4633,Healthcare,1086042.78,681247.45,37.27,604,303475.8,Medium,2606796,4.29
BUS-04634,Business_4634,Education,18562212.38,11704169.8,36.95,836,698199.78,Low,746625,4.09
BUS-04635,Business_4635,Manufacturing,32876001.6,4787349.08,85.44,472,5399020.23,High,2784342,1.59
BUS-04636,Business_4636,Real Estate,21133649.33,18811209.95,10.99,493,5580865.09,High,900786,4.3
BUS-04637,Business_4637,Real Estate,29305542.88,22061084.93,24.72,587,8748486.19,Medium,2523901,4.42
BUS-04638,Business_4638,Retail,48465737.65,21201385.86,56.25,487,2110595.51,High,740421,4.44
BUS-04639,Business_4639,Finance,4692163.47,1046937.84,77.69,513,1181686.13,Medium,3138902,4.49
BUS-04640,Business_4640,Real Estate,5867071.71,3378069.86,42.42,584,1303498.52,Medium,1670105,3.8
BUS-04641,Business_4641,Education,16974725.32,9488812.94,44.1,458,2931070.53,High,953259,2.99
BUS-04642,Business_4642,Education,24157647.2,3192230.46,86.79,770,3066446.56,Low,1565370,3.34
BUS-04643,Business_4643,Finance,32028755.73,20364554.17,36.42,336,6732405.29,High,2587411,2.27
BUS-04644,Business_4644,Technology,45456446.22,22931910.79,49.55,381,9338428.76,High,3584087,1.54
BUS-04645,Business_4645,Manufacturing,6997189.5,4667432.3,33.3,504,206347.94,Medium,3877804,3.41
BUS-04646,Business_4646,Real Estate,3705445.65,1893315.29,48.9,510,113598.56,Medium,1744145,1.51
BUS-04647,Business_4647,Finance,45401747.56,31759211.04,30.05,583,2798734.41,Medium,4314049,3.76
BUS-04648,Business_4648,Finance,35032699.03,801562.87,97.71,781,6775496.76,Low,3699248,2.15
BUS-04649,Business_4649,Manufacturing,9282234.65,753721.05,91.88,475,2015667.47,High,765837,4.36
BUS-04650,Business_4650,Finance,26796286.57,17287746.32,35.48,658,3862542.39,Medium,1008429,2.6
BUS-04651,Business_4651,Technology,29019576.72,2946683.24,89.85,396,8142310.39,High,3588209,2.92
BUS-04652,Business_4652,Real Estate,42699309.96,35405452.85,17.08,593,4839427.36,Medium,2004472,2.83
BUS-04653,Business_4653,Retail,46372521.31,39918282.1,13.92,596,8230103.35,Medium,3344174,3.22
BUS-04654,Business_4654,Finance,26298027.41,7489070.63,71.52,612,7576253.49,Medium,1789106,3.79
BUS-04655,Business_4655,Real Estate,6256338.63,386826.49,93.82,372,1388158.15,High,2057865,1.48
BUS-04656,Business_4656,Finance,29107870.14,11661467.68,59.94,783,5473520.42,Low,1261571,4.41
BUS-04657,Business_4657,Technology,7058638.31,5774063.84,18.2,696,1594377.8,Medium,3684176,4.7
BUS-04658,Business_4658,Finance,18256931.86,9168102.74,49.78,625,3738403.69,Medium,635123,2.32
BUS-04659,Business_4659,Education,39661909.96,3986533.33,89.95,586,1070977.7,Medium,2238879,3.86
BUS-04660,Business_4660,Retail,32332765.9,17105441.94,47.1,474,2667425.57,High,1982806,3.97
BUS-04661,Business_4661,Retail,30515831.5,2041426.13,93.31,797,6495949.81,Low,1915467,1.88
BUS-04662,Business_4662,Education,30172398.71,14630482.59,51.51,575,1630339.78,Medium,4973873,4.44
BUS-04663,Business_4663,Finance,4324048.14,3878815.63,10.3,840,379889.53,Low,3512296,2.06
BUS-04664,Business_4664,Education,576869.86,412752.07,28.45,823,140144.46,Low,4152576,2.82
BUS-04665,Business_4665,Technology,15520125.35,13387845.8,13.74,595,3544192.18,Medium,3034905,2.67
BUS-04666,Business_4666,Manufacturing,41655002.56,13509733.88,67.57,811,4341584.23,Low,4001041,3.27
BUS-04667,Business_4667,Healthcare,11071168.11,1034600.59,90.66,765,935064.55,Low,4488299,2.54
BUS-04668,Business_4668,Finance,16992640.17,1957166.37,88.48,816,3725823.79,Low,3516840,3.05
BUS-04669,Business_4669,Real Estate,1008644.78,540871.07,46.38,471,183525.0,High,3427483,1.67
BUS-04670,Business_4670,Retail,19642422.86,7843484.95,60.07,620,1773579.8,Medium,3530194,3.17
BUS-04671,Business_4671,Retail,13895522.6,2520325.21,81.86,633,3850462.81,Medium,2485313,3.42
BUS-04672,Business_4672,Healthcare,43876231.98,39326143.16,10.37,601,12905122.9,Medium,4696632,2.43
BUS-04673,Business_4673,Retail,1939268.04,102195.84,94.73,563,384070.56,Medium,2606441,1.65
BUS-04674,Business_4674,Technology,47080780.74,5826887.95,87.62,383,4006156.81,High,446393,2.8
BUS-04675,Business_4675,Finance,31871861.18,1309157.74,95.89,371,2973746.34,High,2417993,1.91
BUS-04676,Business_4676,Retail,49199260.36,40045841.15,18.6,551,8036817.73,Medium,4325022,2.19
BUS-04677,Business_4677,Finance,7266087.18,3565329.5,50.93,614,1204086.32,Medium,234648,3.27
BUS-04678,Business_4678,Real Estate,41013056.12,20701647.65,49.52,765,9426129.24,Low,2140822,3.1
BUS-04679,Business_4679,Manufacturing,32731225.55,1286452.43,96.07,636,5117298.55,Medium,4827469,2.68
BUS-04680,Business_4680,Technology,8178819.01,5583419.37,31.73,461,1708326.16,High,3614783,2.31
BUS-04681,Business_4681,Education,41526383.42,29994996.42,27.77,683,1525465.51,Medium,4405071,4.58
BUS-04682,Business_4682,Finance,13033521.2,4525101.54,65.28,323,2523364.21,High,2198166,1.77
BUS-04683,Business_4683,Manufacturing,15314286.58,233356.74,98.48,740,1624766.59,Low,2852347,1.38
BUS-04684,Business_4684,Technology,33850385.43,9451879.08,72.08,416,7000340.13,High,2424288,3.51
BUS-04685,Business_4685,Real Estate,18542050.97,11978795.36,35.4,461,4660605.79,High,1362803,3.44
BUS-04686,Business_4686,Retail,12382622.74,8147722.76,34.2,374,2167820.46,High,1725947,1.48
BUS-04687,Business_4687,Education,49782694.87,21008895.68,57.8,777,14610144.2,Low,866959,4.82
BUS-04688,Business_4688,Technology,5991669.5,748534.56,87.51,565,1362763.79,Medium,1497555,4.68
BUS-04689,Business_4689,Healthcare,38488282.44,26055000.34,32.3,311,10302056.78,High,3145908,1.22
BUS-04690,Business_4690,Technology,7739595.12,3122348.0,59.66,443,1810904.56,High,3723317,2.57
BUS-04691,Business_4691,Healthcare,30279427.22,11923448.54,60.62,495,4468633.53,High,2871216,3.63
BUS-04692,Business_4692,Healthcare,31589256.66,15358659.11,51.38,525,8073176.98,Medium,4756589,3.1
BUS-04693,Business_4693,Retail,23674707.93,2013169.33,91.5,531,6457006.35,Medium,1062073,4.24
BUS-04694,Business_4694,Real Estate,42252090.52,15392751.85,63.57,635,7352999.05,Medium,1592173,2.76
BUS-04695,Business_4695,Finance,4993588.67,2125488.59,57.44,621,684683.24,Medium,3857615,3.77
BUS-04696,Business_4696,Education,32512313.21,20349634.62,37.41,457,6539814.93,High,4747457,3.36
BUS-04697,Business_4697,Technology,28992612.75,25373021.95,12.48,581,1580439.21,Medium,2711461,4.0
BUS-04698,Business_4698,Manufacturing,22999527.37,249851.35,98.91,735,5873193.46,Low,3727768,2.07
BUS-04699,Business_4699,Manufacturing,14113403.69,9188637.28,34.89,654,3326565.88,Medium,4480435,1.92
BUS-04700,Business_4700,Education,10934864.01,8820939.21,19.33,628,1148187.52,Medium,923744,1.26
BUS-04701,Business_4701,Finance,21970448.35,5047469.21,77.03,353,4795960.05,High,434882,4.74
BUS-04702,Business_4702,Technology,5732532.8,4556423.2,20.52,602,927060.68,Medium,2783201,2.44
BUS-04703,Business_4703,Retail,32529197.27,14857286.69,54.33,599,5344582.74,Medium,1856835,4.89
BUS-04704,Business_4704,Finance,41951675.75,18514576.35,55.87,331,10490650.75,High,170442,2.44
BUS-04705,Business_4705,Education,42100047.85,23935743.65,43.15,820,9059731.25,Low,562478,3.2
BUS-04706,Business_4706,Manufacturing,42209826.61,12535152.18,70.3,573,11670257.31,Medium,1607464,2.64
BUS-04707,Business_4707,Healthcare,20510474.32,3407870.71,83.38,537,4548340.86,Medium,4904474,2.79
BUS-04708,Business_4708,Finance,16256446.31,4819776.05,70.35,469,3712047.66,High,4773605,2.04
BUS-04709,Business_4709,Retail,18675486.64,6514089.93,65.12,764,2044611.87,Low,3854503,1.91
BUS-04710,Business_4710,Finance,11878630.61,3538741.62,70.21,309,3542111.36,High,4631431,4.73
BUS-04711,Business_4711,Technology,31004281.18,1120185.46,96.39,523,8272232.2,Medium,2759236,1.71
BUS-04712,Business_4712,Healthcare,13236724.11,9116650.19,31.13,539,1402472.21,Medium,1941973,2.44
BUS-04713,Business_4713,Technology,20547325.89,12727697.6,38.06,579,3110905.27,Medium,1003417,4.21
BUS-04714,Business_4714,Education,36395215.18,17115689.32,52.97,458,4467962.01,High,4419365,4.46
BUS-04715,Business_4715,Technology,16253654.48,11085037.52,31.8,636,4304165.8,Medium,37066,4.49
BUS-04716,Business_4716,Real Estate,25531748.97,6182874.17,75.78,534,4315368.66,Medium,3673076,3.56
BUS-04717,Business_4717,Healthcare,39065194.26,8002148.55,79.52,663,6768356.47,Medium,1052397,2.98
BUS-04718,Business_4718,Education,9121612.01,6163299.13,32.43,385,2351034.57,High,504039,4.4
BUS-04719,Business_4719,Technology,36916686.89,1821232.0,95.07,315,2654587.45,High,1057556,3.13
BUS-04720,Business_4720,Retail,44455357.55,9811539.32,77.93,507,5565711.01,Medium,229082,2.53
BUS-04721,Business_4721,Real Estate,21390731.7,1391488.29,93.49,736,4541428.26,Low,943224,3.21
BUS-04722,Business_4722,Retail,37118099.91,8574807.58,76.9,695,7991157.55,Medium,3965925,4.7
BUS-04723,Business_4723,Healthcare,41785112.73,581475.47,98.61,810,12180824.14,Low,3079268,2.84
BUS-04724,Business_4724,Education,25231094.94,1797308.41,92.88,705,3667152.13,Low,528898,3.21
BUS-04725,Business_4725,Retail,2321985.05,515103.09,77.82,316,481455.91,High,2564738,4.37
BUS-04726,Business_4726,Manufacturing,44977996.66,22186782.96,50.67,354,9636720.15,High,1702252,3.23
BUS-04727,Business_4727,Manufacturing,16964493.71,6473606.17,61.84,704,520914.87,Low,662179,1.63
BUS-04728,Business_4728,Real Estate,10221135.24,7229010.03,29.27,362,1504402.77,High,1897170,3.03
BUS-04729,Business_4729,Retail,8357987.09,4197054.29,49.78,364,2417189.77,High,1619732,1.24
BUS-04730,Business_4730,Retail,8103688.21,473310.59,94.16,348,796409.12,High,331680,2.95
BUS-04731,Business_4731,Healthcare,14607615.05,9261681.89,36.6,588,2657278.64,Medium,1682527,1.36
BUS-04732,Business_4732,Retail,23686314.26,19284781.52,18.58,608,3889283.04,Medium,4820710,3.77
BUS-04733,Business_4733,Healthcare,33005765.63,5221737.76,84.18,631,5850143.47,Medium,4988703,3.88
BUS-04734,Business_4734,Healthcare,31055323.77,24428115.02,21.34,546,2261199.68,Medium,495199,1.57
BUS-04735,Business_4735,Technology,2188591.35,1292033.64,40.97,530,478219.91,Medium,1849871,4.88
BUS-04736,Business_4736,Technology,46594714.14,3872731.43,91.69,803,3054202.72,Low,709483,1.75
BUS-04737,Business_4737,Manufacturing,36917069.75,22207358.05,39.85,836,9966432.55,Low,1720980,3.56
BUS-04738,Business_4738,Real Estate,16662214.03,1152296.89,93.08,510,4716196.63,Medium,1045920,4.88
BUS-04739,Business_4739,Manufacturing,21783579.71,16156758.77,25.83,300,5120588.67,High,4033076,2.76
BUS-04740,Business_4740,Education,30953453.36,14651413.25,52.67,628,4035202.61,Medium,4907780,2.25
BUS-04741,Business_4741,Manufacturing,48067427.67,11740764.88,75.57,793,9425382.9,Low,3930327,2.65
BUS-04742,Business_4742,Retail,27015314.98,22543771.11,16.55,568,7302081.62,Medium,2184806,2.16
BUS-04743,Business_4743,Manufacturing,9129606.16,7443864.49,18.46,362,153493.55,High,41758,1.36
BUS-04744,Business_4744,Technology,29501733.87,21873756.95,25.86,338,1378018.53,High,3786141,4.86
BUS-04745,Business_4745,Education,5496627.77,3754334.76,31.7,389,1486440.52,High,589270,3.82
BUS-04746,Business_4746,Education,32664400.4,13014642.54,60.16,830,7968060.4,Low,2314318,1.4
BUS-04747,Business_4747,Education,44895977.12,17851701.1,60.24,549,11022283.2,Medium,2872051,1.3
BUS-04748,Business_4748,Finance,15272598.92,7391851.39,51.6,848,4520590.92,Low,840795,1.48
BUS-04749,Business_4749,Finance,38457063.97,20882502.46,45.7,619,3484699.39,Medium,1530024,3.56
BUS-04750,Business_4750,Finance,43759402.4,9071186.15,79.27,769,2553156.24,Low,4709853,3.33
